week_start_date,date,ward_id,zone,rainfall_mm,turbidity,ecoli_index,reported_cases,disease_cases,outbreak_next_week,water_quality_score,sanitation_index,temperature_avg,population_density
2024-01-01,2024-01-01,W71,West Zone,79.2,22.7,41.9,6,8,1,0.56,0.74,28.5,14000
2024-01-01,2024-01-01,W72,West Zone,90.9,19.9,35.5,6,8,0,0.62,0.83,29.6,12700
2024-01-01,2024-01-01,W73,West Zone,97.8,18.3,31.9,2,3,1,0.66,0.9,27.7,11100
2024-01-01,2024-01-01,W74,West Zone,72.8,17.3,37.7,6,8,0,0.64,0.81,27.8,15200
2024-01-01,2024-01-01,W75,West Zone,107.9,19.2,34.3,6,8,0,0.64,0.78,27.9,12000
2024-01-01,2024-01-01,W31,Central Zone,97.0,24.2,48.9,14,17,0,0.51,0.7,28.5,16800
2024-01-01,2024-01-01,W32,Central Zone,106.8,24.0,51.9,9,11,1,0.5,0.74,29.6,16200
2024-01-01,2024-01-01,W46,Central Zone,77.6,19.0,42.8,4,5,0,0.6,0.72,28.8,15600
2024-01-01,2024-01-01,W47,Central Zone,98.1,25.0,47.1,10,11,0,0.51,0.69,27.3,16400
2024-01-01,2024-01-01,W48,Central Zone,79.1,20.5,40.2,4,5,0,0.59,0.75,28.4,15900
2024-01-01,2024-01-01,W49,Central Zone,83.6,17.0,36.1,5,7,0,0.65,0.82,28.1,12800
2024-01-01,2024-01-01,W62,Central Zone,91.9,25.2,48.7,4,5,1,0.5,0.66,29.6,17200
2024-01-01,2024-01-01,W63,Central Zone,99.6,22.7,42.8,8,9,0,0.56,0.77,29.7,16600
2024-01-01,2024-01-01,W64,Central Zone,107.0,23.0,49.0,12,14,1,0.53,0.8,29.2,14800
2024-01-01,2024-01-01,W65,Central Zone,80.9,24.1,52.6,15,17,0,0.5,0.73,27.4,16900
2024-01-01,2024-01-01,W66,Central Zone,108.7,21.4,44.8,8,10,0,0.56,0.81,28.1,16100
2024-01-01,2024-01-01,W67,Central Zone,99.9,19.3,40.9,8,9,0,0.6,0.79,27.4,13500
2024-01-01,2024-01-01,W68,Central Zone,93.2,24.7,52.5,12,14,0,0.5,0.7,30.2,16700
2024-01-01,2024-01-01,W69,Central Zone,97.2,22.1,49.0,7,9,0,0.53,0.77,29.5,14900
2024-01-01,2024-01-01,W70,Central Zone,76.5,18.9,35.7,3,4,0,0.63,0.7,28.1,16300
2024-01-01,2024-01-01,W80,Central Zone,80.8,23.9,50.7,8,10,1,0.51,0.71,27.5,17000
2024-01-01,2024-01-01,W81,Central Zone,111.7,22.7,49.8,8,10,0,0.52,0.78,29.2,15600
2024-01-01,2024-01-01,W82,Central Zone,80.9,15.9,34.5,9,11,0,0.67,0.76,28.3,13000
2024-01-01,2024-01-01,W83,Central Zone,95.8,23.7,43.3,9,11,1,0.55,0.71,29.9,16800
2024-01-01,2024-01-01,W84,Central Zone,75.3,16.2,34.2,14,16,0,0.67,0.82,27.5,14400
2024-01-01,2024-01-01,W76,South Zone,102.2,22.0,47.7,6,8,0,0.54,0.73,29.9,14600
2024-01-01,2024-01-01,W77,South Zone,96.7,22.4,46.2,10,12,0,0.54,0.85,28.0,13100
2024-01-01,2024-01-01,W78,South Zone,100.4,23.3,47.5,6,8,1,0.53,0.76,28.3,16500
2024-01-01,2024-01-01,W79,South Zone,91.6,21.8,45.5,9,10,0,0.55,0.78,28.6,13800
2024-01-01,2024-01-01,W85,South Zone,78.1,16.4,37.3,6,7,0,0.65,0.86,28.5,12500
2024-01-01,2024-01-01,W86,South Zone,86.8,23.5,46.7,9,12,0,0.53,0.73,30.1,15900
2024-01-01,2024-01-01,W87,South Zone,99.5,20.6,38.3,4,5,0,0.6,0.76,28.7,13400
2024-01-01,2024-01-01,W88,South Zone,87.8,21.1,43.2,6,7,1,0.57,0.81,28.1,15100
2024-01-01,2024-01-01,W89,South Zone,96.8,19.3,39.3,3,4,0,0.61,0.86,27.3,11400
2024-01-01,2024-01-01,W90,South Zone,77.4,18.9,39.6,5,6,0,0.61,0.76,29.6,14700
2024-01-01,2024-01-01,W91,South Zone,100.4,26.5,55.2,14,15,1,0.5,0.7,29.6,17100
2024-01-01,2024-01-01,W92,South Zone,94.0,21.4,42.2,3,4,0,0.58,0.83,29.2,12900
2024-01-01,2024-01-01,W93,South Zone,80.8,23.0,44.4,9,11,1,0.55,0.8,27.8,16000
2024-01-01,2024-01-01,W94,South Zone,90.6,20.1,42.4,9,11,1,0.59,0.85,29.5,11800
2024-01-01,2024-01-01,W95,South Zone,95.7,24.0,45.1,9,10,0,0.53,0.8,29.1,15400
2024-01-01,2024-01-01,W96,South Zone,89.9,19.5,37.7,7,9,1,0.62,0.78,29.0,13200
2024-01-01,2024-01-01,W97,South Zone,78.8,21.9,42.2,5,6,0,0.57,0.7,29.7,17300
2024-01-01,2024-01-01,W98,South Zone,91.0,22.0,47.1,4,6,1,0.54,0.83,29.0,14500
2024-01-01,2024-01-01,W99,South Zone,90.1,20.3,38.7,6,7,0,0.6,0.79,28.8,12100
2024-01-01,2024-01-01,W100,South Zone,91.6,22.4,41.2,12,13,0,0.57,0.77,27.3,15300
2024-01-08,2024-01-08,W01,North Zone,118.7,26.1,47.5,7,8,0,0.5,0.78,30.3,12450
2024-01-08,2024-01-08,W02,North Zone,100.2,22.5,47.9,9,11,0,0.54,0.82,29.2,14300
2024-01-08,2024-01-08,W03,North Zone,98.6,21.4,44.7,7,8,1,0.56,0.86,28.6,11820
2024-01-08,2024-01-08,W04,North Zone,104.7,24.6,44.5,9,10,0,0.53,0.76,28.5,15110
2024-01-08,2024-01-08,W10,North Zone,119.9,26.0,56.2,8,9,1,0.5,0.81,27.7,14800
2024-01-08,2024-01-08,W11,North Zone,94.2,21.3,40.6,7,8,1,0.58,0.74,29.9,15200
2024-01-08,2024-01-08,W12,North Zone,112.3,19.3,39.2,9,10,1,0.61,0.9,28.2,10500
2024-01-08,2024-01-08,W13,North Zone,100.4,22.4,48.8,9,12,1,0.53,0.8,28.5,13200
2024-01-08,2024-01-08,W14,North Zone,84.9,20.3,41.7,9,11,0,0.59,0.8,29.1,14100
2024-01-08,2024-01-08,W15,North Zone,112.9,22.2,42.2,4,6,0,0.57,0.84,27.7,12900
2024-01-08,2024-01-08,W18,North Zone,115.9,23.3,47.1,11,12,1,0.53,0.81,30.1,14400
2024-01-08,2024-01-08,W19,North Zone,92.0,19.9,35.8,10,11,1,0.62,0.85,28.8,12100
2024-01-08,2024-01-08,W20,North Zone,87.5,19.1,34.6,4,5,0,0.64,0.82,30.0,13900
2024-01-08,2024-01-08,W21,North Zone,106.1,22.1,43.2,13,15,1,0.56,0.83,28.8,13300
2024-01-08,2024-01-08,W25,North Zone,90.9,19.4,37.3,8,10,0,0.62,0.84,30.4,11700
2024-01-08,2024-01-08,W26,North Zone,86.7,17.1,30.6,6,7,0,0.68,0.81,30.4,13000
2024-01-08,2024-01-08,W27,North Zone,109.9,24.1,43.8,4,6,1,0.54,0.76,29.8,14900
2024-01-08,2024-01-08,W28,North Zone,96.1,16.8,35.5,8,10,1,0.65,0.9,27.7,10400
2024-01-08,2024-01-08,W29,North Zone,100.5,24.4,51.1,7,9,1,0.5,0.73,29.8,14600
2024-01-08,2024-01-08,W30,North Zone,94.3,20.2,36.8,5,6,0,0.61,0.84,29.1,12700
2024-01-08,2024-01-08,W05,East Zone,102.1,23.7,43.4,12,13,0,0.55,0.8,28.9,13640
2024-01-08,2024-01-08,W06,East Zone,85.5,19.4,38.5,7,9,1,0.61,0.86,29.4,12890
2024-01-08,2024-01-08,W07,East Zone,112.6,21.2,38.1,7,8,1,0.6,0.84,27.5,14200
2024-01-08,2024-01-08,W08,East Zone,114.5,24.2,43.7,9,10,0,0.54,0.83,27.7,13500
2024-01-08,2024-01-08,W09,East Zone,115.9,20.6,45.9,9,12,0,0.56,0.86,29.3,11900
2024-01-08,2024-01-08,W22,East Zone,91.8,24.3,50.1,14,15,1,0.51,0.8,28.3,14700
2024-01-08,2024-01-08,W23,East Zone,102.4,22.7,47.7,6,7,0,0.53,0.85,29.8,13100
2024-01-08,2024-01-08,W24,East Zone,92.5,18.9,41.2,8,10,0,0.61,0.82,29.7,12500
2024-01-08,2024-01-08,W50,East Zone,113.0,28.9,53.8,6,7,1,0.5,0.75,28.7,15500
2024-01-08,2024-01-08,W51,East Zone,108.6,22.0,42.6,2,3,0,0.57,0.77,29.8,14300
2024-01-08,2024-01-08,W52,East Zone,122.3,21.8,41.9,9,10,0,0.57,0.84,27.9,10900
2024-01-08,2024-01-08,W53,East Zone,98.2,23.9,43.7,8,11,0,0.54,0.74,29.2,15000
2024-01-08,2024-01-08,W54,East Zone,97.3,21.7,45.5,6,7,1,0.55,0.82,29.8,13200
2024-01-08,2024-01-08,W55,East Zone,121.3,23.8,46.7,7,9,0,0.53,0.83,29.4,12400
2024-01-08,2024-01-08,W56,East Zone,117.2,25.7,51.5,7,8,0,0.5,0.82,28.4,15700
2024-01-08,2024-01-08,W57,East Zone,117.6,23.4,49.8,8,9,1,0.52,0.82,28.9,14100
2024-01-08,2024-01-08,W58,East Zone,110.2,22.4,40.4,7,8,0,0.57,0.85,27.6,11300
2024-01-08,2024-01-08,W59,East Zone,85.3,17.0,38.1,7,8,1,0.64,0.8,27.9,13600
2024-01-08,2024-01-08,W60,East Zone,94.3,23.1,51.0,6,7,0,0.51,0.8,28.2,15400
2024-01-08,2024-01-08,W61,East Zone,122.8,23.9,46.2,7,8,0,0.53,0.82,27.8,12200
2024-01-08,2024-01-08,W16,West Zone,105.7,20.2,39.9,10,11,1,0.6,0.83,28.9,11500
2024-01-08,2024-01-08,W17,West Zone,92.0,20.8,38.3,7,9,1,0.6,0.79,28.5,13800
2024-01-08,2024-01-08,W33,West Zone,102.5,21.0,42.4,11,14,1,0.58,0.85,29.0,11200
2024-01-08,2024-01-08,W34,West Zone,111.8,24.9,48.0,7,8,1,0.51,0.84,30.1,14500
2024-01-08,2024-01-08,W35,West Zone,87.3,19.6,42.3,7,8,0,0.59,0.87,29.0,12000
2024-01-08,2024-01-08,W36,West Zone,105.0,22.6,49.2,12,13,1,0.53,0.84,27.7,13400
2024-01-08,2024-01-08,W37,West Zone,117.0,24.9,47.3,10,13,0,0.51,0.73,27.9,15800
2024-01-08,2024-01-08,W38,West Zone,118.2,20.6,44.6,5,6,1,0.57,0.86,28.3,10800
2024-01-08,2024-01-08,W39,West Zone,118.8,25.9,54.6,9,11,0,0.5,0.79,29.5,14000
2024-01-08,2024-01-08,W40,West Zone,102.3,21.8,44.1,6,7,0,0.56,0.84,28.6,12600
2024-01-08,2024-01-08,W41,West Zone,114.1,26.3,47.8,6,8,1,0.5,0.8,30.4,15300
2024-01-08,2024-01-08,W42,West Zone,102.7,20.6,42.2,6,8,1,0.58,0.79,28.4,13700
2024-01-08,2024-01-08,W43,West Zone,115.7,19.5,39.8,4,5,1,0.61,0.91,30.5,11000
2024-01-08,2024-01-08,W44,West Zone,110.7,24.9,53.6,8,10,1,0.5,0.76,29.2,14200
2024-01-08,2024-01-08,W45,West Zone,114.9,22.6,49.2,10,13,0,0.53,0.83,28.8,12300
2024-01-08,2024-01-08,W71,West Zone,94.1,22.6,44.9,7,9,1,0.55,0.74,27.6,14000
2024-01-08,2024-01-08,W72,West Zone,92.7,18.1,32.2,6,7,1,0.66,0.85,28.5,12700
2024-01-08,2024-01-08,W73,West Zone,104.2,21.1,42.2,8,9,0,0.58,0.92,29.6,11100
2024-01-08,2024-01-08,W74,West Zone,116.8,23.5,48.4,6,7,1,0.52,0.79,27.6,15200
2024-01-08,2024-01-08,W75,West Zone,114.0,20.4,36.6,6,7,0,0.61,0.84,28.5,12000
2024-01-08,2024-01-08,W31,Central Zone,112.9,25.4,54.9,6,7,0,0.5,0.71,27.7,16800
2024-01-08,2024-01-08,W32,Central Zone,95.7,22.3,45.4,15,17,0,0.55,0.72,27.6,16200
2024-01-08,2024-01-08,W46,Central Zone,98.8,21.2,44.5,5,6,0,0.57,0.73,29.5,15600
2024-01-08,2024-01-08,W47,Central Zone,109.4,24.8,45.3,8,9,0,0.53,0.7,28.7,16400
2024-01-08,2024-01-08,W48,Central Zone,122.5,24.9,45.2,5,6,1,0.52,0.74,27.6,15900
2024-01-08,2024-01-08,W49,Central Zone,96.5,21.0,43.1,9,11,0,0.57,0.85,30.0,12800
2024-01-08,2024-01-08,W62,Central Zone,94.3,23.9,43.4,12,14,0,0.54,0.67,28.5,17200
2024-01-08,2024-01-08,W63,Central Zone,85.5,20.7,41.9,11,12,0,0.58,0.78,28.2,16600
2024-01-08,2024-01-08,W64,Central Zone,103.3,22.9,46.8,13,14,0,0.54,0.78,28.6,14800
2024-01-08,2024-01-08,W65,Central Zone,101.5,26.6,57.2,10,11,0,0.5,0.74,27.7,16900
2024-01-08,2024-01-08,W66,Central Zone,121.0,23.2,46.2,7,8,0,0.54,0.79,29.5,16100
2024-01-08,2024-01-08,W67,Central Zone,111.0,23.0,43.9,9,11,0,0.55,0.81,27.5,13500
2024-01-08,2024-01-08,W68,Central Zone,100.2,22.3,43.1,7,9,0,0.56,0.73,27.8,16700
2024-01-08,2024-01-08,W69,Central Zone,100.0,20.2,37.7,10,11,0,0.61,0.79,28.3,14900
2024-01-08,2024-01-08,W70,Central Zone,104.1,23.4,47.7,11,12,0,0.53,0.69,29.4,16300
2024-01-08,2024-01-08,W80,Central Zone,116.8,28.7,58.0,13,15,0,0.5,0.69,29.0,17000
2024-01-08,2024-01-08,W81,Central Zone,95.3,19.8,41.0,0,1,0,0.6,0.78,27.6,15600
2024-01-08,2024-01-08,W82,Central Zone,85.8,17.0,36.0,2,3,1,0.65,0.81,27.7,13000
2024-01-08,2024-01-08,W83,Central Zone,98.3,22.8,49.1,14,15,0,0.53,0.74,28.4,16800
2024-01-08,2024-01-08,W84,Central Zone,99.0,22.7,41.3,3,4,0,0.57,0.8,29.5,14400
2024-01-08,2024-01-08,W76,South Zone,110.6,26.5,55.5,8,9,1,0.5,0.77,30.3,14600
2024-01-08,2024-01-08,W77,South Zone,109.7,20.6,39.9,5,6,0,0.59,0.84,30.3,13100
2024-01-08,2024-01-08,W78,South Zone,116.8,28.9,55.0,14,16,1,0.5,0.75,29.5,16500
2024-01-08,2024-01-08,W79,South Zone,108.2,22.4,41.2,6,8,1,0.57,0.8,29.4,13800
2024-01-08,2024-01-08,W85,South Zone,104.6,19.8,42.9,4,5,0,0.59,0.84,27.5,12500
2024-01-08,2024-01-08,W86,South Zone,107.7,23.2,46.0,8,10,1,0.54,0.75,30.4,15900
2024-01-08,2024-01-08,W87,South Zone,84.6,17.9,38.5,1,2,0,0.63,0.78,29.0,13400
2024-01-08,2024-01-08,W88,South Zone,122.9,27.8,50.9,11,13,0,0.5,0.82,30.2,15100
2024-01-08,2024-01-08,W89,South Zone,96.0,16.7,30.6,7,9,0,0.68,0.87,28.2,11400
2024-01-08,2024-01-08,W90,South Zone,92.9,19.7,35.9,8,9,0,0.62,0.8,29.3,14700
2024-01-08,2024-01-08,W91,South Zone,119.5,28.8,53.1,9,12,1,0.5,0.68,27.9,17100
2024-01-08,2024-01-08,W92,South Zone,122.2,24.5,46.3,4,6,0,0.52,0.84,29.0,12900
2024-01-08,2024-01-08,W93,South Zone,101.8,23.1,41.7,12,13,1,0.56,0.81,30.0,16000
2024-01-08,2024-01-08,W94,South Zone,123.2,22.2,47.4,10,13,1,0.54,0.88,30.2,11800
2024-01-08,2024-01-08,W95,South Zone,84.3,20.1,44.4,5,6,1,0.58,0.8,28.2,15400
2024-01-08,2024-01-08,W96,South Zone,110.4,21.0,40.0,10,11,0,0.59,0.83,28.7,13200
2024-01-08,2024-01-08,W97,South Zone,98.3,25.4,48.1,4,5,0,0.51,0.73,28.1,17300
2024-01-08,2024-01-08,W98,South Zone,85.5,18.0,32.7,11,14,1,0.66,0.8,30.1,14500
2024-01-08,2024-01-08,W99,South Zone,107.6,19.9,38.1,6,7,0,0.61,0.8,30.0,12100
2024-01-08,2024-01-08,W100,South Zone,114.8,25.8,48.2,4,5,1,0.5,0.78,30.1,15300
2024-01-15,2024-01-15,W01,North Zone,116.4,23.7,52.1,4,5,0,0.5,0.76,28.4,12450
2024-01-15,2024-01-15,W02,North Zone,125.1,26.2,51.6,6,7,1,0.5,0.8,28.6,14300
2024-01-15,2024-01-15,W03,North Zone,127.7,28.1,58.7,10,12,1,0.5,0.87,28.9,11820
2024-01-15,2024-01-15,W04,North Zone,123.8,26.2,55.3,2,3,1,0.5,0.8,29.5,15110
2024-01-15,2024-01-15,W10,North Zone,107.3,26.0,54.5,10,11,0,0.5,0.78,28.0,14800
2024-01-15,2024-01-15,W11,North Zone,128.6,28.1,58.3,12,13,1,0.5,0.77,29.1,15200
2024-01-15,2024-01-15,W12,North Zone,106.4,21.2,39.3,11,12,1,0.59,0.86,28.7,10500
2024-01-15,2024-01-15,W13,North Zone,95.9,21.2,47.1,11,12,1,0.55,0.8,29.0,13200
2024-01-15,2024-01-15,W14,North Zone,101.8,21.5,40.9,7,8,1,0.58,0.83,30.3,14100
2024-01-15,2024-01-15,W15,North Zone,107.0,20.3,39.1,6,8,1,0.6,0.85,29.6,12900
2024-01-15,2024-01-15,W18,North Zone,133.2,27.6,56.8,8,10,1,0.5,0.78,29.6,14400
2024-01-15,2024-01-15,W19,North Zone,106.6,21.1,41.5,7,9,1,0.58,0.8,30.7,12100
2024-01-15,2024-01-15,W20,North Zone,103.7,20.5,38.7,5,6,0,0.6,0.81,28.6,13900
2024-01-15,2024-01-15,W21,North Zone,120.4,25.7,49.0,9,10,1,0.5,0.85,27.8,13300
2024-01-15,2024-01-15,W25,North Zone,124.9,25.3,47.6,6,8,1,0.51,0.84,29.5,11700
2024-01-15,2024-01-15,W26,North Zone,122.4,26.3,48.5,6,7,0,0.5,0.81,27.7,13000
2024-01-15,2024-01-15,W27,North Zone,120.0,27.5,52.5,11,13,0,0.5,0.74,29.9,14900
2024-01-15,2024-01-15,W28,North Zone,104.0,18.7,34.9,10,11,0,0.64,0.9,27.9,10400
2024-01-15,2024-01-15,W29,North Zone,125.0,26.8,49.3,14,15,0,0.5,0.79,28.8,14600
2024-01-15,2024-01-15,W30,North Zone,107.2,20.8,36.9,5,7,0,0.61,0.86,28.6,12700
2024-01-15,2024-01-15,W05,East Zone,101.9,20.6,38.0,6,8,0,0.6,0.84,29.7,13640
2024-01-15,2024-01-15,W06,East Zone,128.6,25.4,49.0,10,11,1,0.5,0.88,30.5,12890
2024-01-15,2024-01-15,W07,East Zone,129.8,26.5,52.3,11,12,0,0.5,0.79,29.5,14200
2024-01-15,2024-01-15,W08,East Zone,104.6,22.2,41.0,3,4,1,0.57,0.81,27.7,13500
2024-01-15,2024-01-15,W09,East Zone,131.1,22.6,43.8,5,6,0,0.55,0.84,28.0,11900
2024-01-15,2024-01-15,W22,East Zone,120.1,27.2,53.6,10,13,1,0.5,0.78,29.0,14700
2024-01-15,2024-01-15,W23,East Zone,115.5,23.0,49.6,6,7,1,0.52,0.84,29.6,13100
2024-01-15,2024-01-15,W24,East Zone,103.6,20.6,40.3,5,6,0,0.59,0.84,27.8,12500
2024-01-15,2024-01-15,W50,East Zone,116.9,28.9,61.0,8,10,1,0.5,0.73,30.2,15500
2024-01-15,2024-01-15,W51,East Zone,102.8,23.8,51.5,8,9,0,0.5,0.74,29.1,14300
2024-01-15,2024-01-15,W52,East Zone,103.6,17.8,39.4,6,8,0,0.62,0.85,28.9,10900
2024-01-15,2024-01-15,W53,East Zone,104.3,23.0,44.8,7,8,1,0.55,0.73,27.9,15000
2024-01-15,2024-01-15,W54,East Zone,126.4,25.1,46.0,14,15,0,0.52,0.83,30.0,13200
2024-01-15,2024-01-15,W55,East Zone,118.6,23.3,43.2,6,8,1,0.55,0.82,29.1,12400
2024-01-15,2024-01-15,W56,East Zone,123.3,27.0,57.3,7,9,0,0.5,0.81,29.7,15700
2024-01-15,2024-01-15,W57,East Zone,133.0,27.5,53.2,11,12,0,0.5,0.8,28.5,14100
2024-01-15,2024-01-15,W58,East Zone,106.0,20.6,44.3,4,5,0,0.57,0.88,30.0,11300
2024-01-15,2024-01-15,W59,East Zone,96.8,22.0,41.5,11,12,1,0.57,0.77,29.4,13600
2024-01-15,2024-01-15,W60,East Zone,108.5,25.3,53.6,7,8,1,0.5,0.82,30.3,15400
2024-01-15,2024-01-15,W61,East Zone,100.7,18.2,35.0,3,4,1,0.64,0.84,30.1,12200
2024-01-15,2024-01-15,W16,West Zone,126.0,23.0,49.5,14,15,1,0.52,0.85,29.6,11500
2024-01-15,2024-01-15,W17,West Zone,134.7,28.8,60.7,11,13,1,0.5,0.78,29.9,13800
2024-01-15,2024-01-15,W33,West Zone,133.1,22.6,45.3,8,10,1,0.55,0.88,29.8,11200
2024-01-15,2024-01-15,W34,West Zone,126.6,26.4,54.9,17,19,1,0.5,0.84,30.2,14500
2024-01-15,2024-01-15,W35,West Zone,111.5,20.3,41.4,3,4,0,0.59,0.87,28.5,12000
2024-01-15,2024-01-15,W36,West Zone,98.8,21.3,46.3,9,10,1,0.56,0.84,30.4,13400
2024-01-15,2024-01-15,W37,West Zone,114.1,27.5,50.6,4,5,1,0.5,0.71,28.7,15800
2024-01-15,2024-01-15,W38,West Zone,103.9,18.5,36.7,6,8,1,0.63,0.83,28.5,10800
2024-01-15,2024-01-15,W39,West Zone,104.8,21.2,40.0,4,6,1,0.59,0.81,28.8,14000
2024-01-15,2024-01-15,W40,West Zone,114.8,21.4,43.5,6,7,1,0.57,0.79,30.1,12600
