week_start_date,ward_id,reported_cases,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_a_cases,hospital_reporting_rate,population_estimate,sanitation_index,turbidity,ecoli_index,ph_level,chlorine_residual,water_sample_count,contamination_flag,rainfall_mm,avg_temperature,humidity_percent,flood_event_flag,monsoon_flag,zone
2024-01-01,W23,12,5,4,2,1,0.801,34115,0.587,9.8,4.94,7.47,0.283,4,0,14.19,27.4,47.5,0,0,East
2024-01-01,W24,14,3,3,5,3,0.893,29948,0.737,8.99,3.33,7.42,0.401,7,0,5.12,21.3,57.3,0,0,East
2024-01-01,W25,5,1,1,1,2,0.98,20152,0.77,6.7,2.24,7.14,0.269,4,0,9.7,26.6,62.1,0,0,North
2024-01-01,W26,17,2,5,6,4,0.843,42728,0.571,8.45,3.76,7.64,0.509,5,0,13.62,20.1,47.3,0,0,North
2024-01-01,W27,12,1,5,3,3,0.85,35597,0.743,4.74,2.95,7.02,0.414,7,0,13.51,24.7,66.8,0,0,North
2024-01-01,W28,5,1,1,3,0,0.918,21681,0.764,3.08,2.36,6.86,0.376,6,0,13.54,21.9,51.2,0,0,North
2024-01-01,W29,12,4,5,1,2,0.872,32388,0.743,9.87,3.49,7.82,0.464,6,0,9.18,26.1,46.4,0,0,North
2024-01-01,W30,11,3,2,1,5,0.901,32225,0.722,7.0,4.13,7.53,0.376,3,0,11.76,23.8,69.9,0,0,North
2024-01-01,W31,11,0,3,5,3,0.931,24215,0.746,6.69,3.04,8.18,0.472,5,0,10.15,23.8,57.6,0,0,Central
2024-01-01,W32,14,2,7,4,1,0.98,32799,0.914,2.77,2.03,8.08,0.456,6,0,19.56,26.4,72.1,0,0,Central
2024-01-01,W33,7,2,2,2,1,0.865,16306,0.492,9.69,5.15,6.89,0.389,5,1,19.23,24.4,47.7,0,0,West
2024-01-01,W34,12,1,4,4,3,0.766,22526,0.374,8.4,5.62,6.99,0.278,5,1,18.63,23.6,72.3,0,0,West
2024-01-01,W35,14,3,3,5,3,0.866,28545,0.452,13.07,5.87,7.32,0.335,5,1,12.82,23.7,70.3,0,0,West
2024-01-01,W36,14,3,3,2,6,0.917,32879,0.616,4.38,2.39,7.67,0.457,5,0,15.92,20.4,63.6,0,0,West
2024-01-01,W37,16,1,5,6,4,0.893,32675,0.413,7.05,4.94,7.82,0.497,7,0,0.0,24.3,58.8,0,0,West
2024-01-01,W38,11,1,2,6,2,0.73,32082,0.574,6.63,3.82,7.59,0.399,4,0,15.42,25.6,50.4,0,0,West
2024-01-01,W39,10,2,4,2,2,0.917,20855,0.709,5.28,2.2,7.75,0.352,4,0,12.18,27.8,63.1,0,0,West
2024-01-01,W40,17,2,7,7,1,0.89,33091,0.502,9.76,3.92,7.28,0.198,7,0,12.61,22.8,55.4,0,0,West
2024-01-01,W41,10,4,0,6,0,0.823,34894,0.643,5.41,2.0,7.27,0.41,3,0,0.0,27.2,48.9,0,0,West
2024-01-01,W42,8,1,3,3,1,0.782,17327,0.512,9.96,5.49,7.66,0.3,6,1,10.87,20.7,59.4,0,0,West
2024-01-01,W43,10,2,5,1,2,0.86,26774,0.341,9.14,5.02,7.33,0.328,4,1,9.98,20.0,71.0,0,0,West
2024-01-01,W44,9,4,2,1,2,0.894,26589,0.613,10.73,3.76,8.08,0.419,4,0,0.55,27.9,61.1,0,0,West
2024-01-01,W45,17,2,5,6,4,0.782,29243,0.307,8.7,4.1,7.2,0.366,5,0,15.2,25.8,46.9,0,0,West
2024-01-01,W46,8,1,1,5,1,0.891,23284,0.634,12.62,5.34,8.09,0.405,5,1,14.46,25.5,70.3,0,0,Central
2024-01-01,W47,13,2,4,3,4,0.965,22600,0.893,5.37,1.42,7.92,0.361,7,0,27.15,20.8,67.1,0,0,Central
2024-01-01,W48,9,1,3,3,2,0.98,38034,0.924,5.01,1.61,6.82,0.375,6,0,0.0,26.7,47.7,0,0,Central
2024-01-01,W49,22,6,8,6,2,0.915,37797,0.661,11.32,4.34,7.98,0.302,4,0,8.6,22.8,64.5,0,0,Central
2024-01-01,W50,21,4,4,5,8,0.809,28168,0.409,5.98,3.9,8.06,0.364,4,0,0.0,25.9,61.7,0,0,East
2024-01-01,W51,11,5,1,3,2,0.797,34492,0.697,6.36,1.64,7.74,0.479,3,0,3.25,27.2,63.2,0,0,East
2024-01-01,W52,8,4,3,0,1,0.828,24874,0.627,7.37,4.01,6.92,0.379,4,0,1.76,22.6,73.0,0,0,East
2024-01-01,W53,10,2,2,3,3,0.839,27183,0.683,9.31,4.47,6.83,0.293,6,0,4.04,26.8,47.6,0,0,East
2024-01-01,W54,21,6,6,4,5,0.769,30586,0.468,11.17,6.64,6.82,0.058,5,1,1.67,26.7,46.5,0,0,East
2024-01-01,W55,16,2,3,6,5,0.768,17961,0.372,8.84,5.2,6.96,0.312,3,1,9.17,20.0,74.3,0,0,East
2024-01-01,W56,9,2,2,1,4,0.863,32340,0.401,8.18,5.7,8.03,0.465,4,1,10.63,26.6,66.6,0,0,East
2024-01-01,W57,9,3,2,3,1,0.809,18987,0.465,11.21,4.21,7.7,0.44,6,0,8.2,27.7,66.3,0,0,East
2024-01-01,W58,12,4,2,5,1,0.841,19735,0.556,5.39,2.36,7.65,0.35,4,0,9.47,24.2,66.2,0,0,East
2024-01-01,W59,15,2,3,1,9,0.919,34830,0.413,8.94,4.28,7.17,0.608,4,0,16.5,22.6,62.8,0,0,East
2024-01-01,W60,5,2,0,2,1,0.918,23754,0.701,5.82,2.92,7.53,0.366,6,0,8.75,24.4,61.5,0,0,East
2024-01-01,W61,9,1,2,4,2,0.807,22022,0.522,4.49,2.44,8.19,0.487,6,0,18.97,26.4,48.2,0,0,East
2024-01-01,W62,9,0,4,2,3,0.905,36329,0.8,9.11,2.31,7.63,0.406,6,0,10.49,23.3,73.0,0,0,Central
2024-01-01,W63,14,4,2,5,3,0.98,43665,0.934,7.94,1.85,7.27,0.32,7,0,18.25,25.8,46.4,0,0,Central
2024-01-01,W64,9,1,5,1,2,0.959,20878,0.925,5.0,2.13,7.29,0.363,7,0,11.87,26.0,69.0,0,0,Central
2024-01-01,W65,6,0,2,1,3,0.933,44920,0.943,4.06,0.91,7.91,0.421,6,0,16.52,27.3,54.5,0,0,Central
2024-01-01,W66,2,0,1,0,1,0.919,23367,0.898,4.65,1.14,7.67,0.491,4,0,4.43,23.6,66.4,0,0,Central
2024-01-01,W67,11,1,3,5,2,0.85,21860,0.738,5.85,2.61,6.95,0.705,3,0,2.36,24.6,55.7,0,0,Central
2024-01-01,W68,21,6,6,3,6,0.857,44352,0.634,6.59,3.39,6.94,0.429,6,0,16.47,20.5,51.9,0,0,Central
2024-01-01,W69,11,5,1,4,1,0.861,23411,0.689,5.23,2.84,7.68,0.42,4,0,16.5,25.5,50.0,0,0,Central
2024-01-01,W70,11,3,3,3,2,0.911,30024,0.648,8.69,4.48,7.7,0.455,3,0,9.38,25.9,62.2,0,0,Central
2024-01-01,W71,12,1,6,0,5,0.78,20801,0.664,8.84,3.92,7.27,0.445,6,0,19.83,21.1,51.1,0,0,West
2024-01-01,W72,21,3,5,11,2,0.802,23716,0.337,6.42,3.56,7.36,0.461,4,0,15.74,26.0,48.1,0,0,West
2024-01-01,W73,9,1,2,3,3,0.712,17368,0.332,5.53,4.28,7.12,0.516,4,0,21.65,24.0,61.2,0,0,West
2024-01-01,W74,9,1,5,0,3,0.87,28403,0.56,8.23,4.46,8.16,0.433,6,0,5.2,26.2,45.4,0,0,West
2024-01-01,W75,9,3,0,3,3,0.876,31958,0.742,7.87,3.27,6.95,0.315,3,0,14.57,26.6,73.8,0,0,West
2024-01-01,W76,8,2,3,2,1,0.792,24907,0.317,6.64,4.37,7.33,0.525,3,0,16.78,23.4,53.6,0,0,South
2024-01-01,W77,12,1,1,5,5,0.93,30328,0.673,5.47,1.91,7.51,0.334,3,0,16.41,24.7,48.1,0,0,South
2024-01-01,W78,8,2,1,2,3,0.834,15876,0.387,9.76,4.7,7.17,0.337,5,0,10.88,20.2,64.5,0,0,South
2024-01-01,W79,10,1,2,4,3,0.832,22079,0.627,11.15,5.51,7.36,0.378,7,1,10.73,21.5,70.1,0,0,South
2024-01-01,W80,17,4,3,7,3,0.902,43000,0.614,5.28,3.05,7.94,0.254,6,0,5.84,21.8,63.2,0,0,Central
2024-01-01,W81,11,0,5,4,2,0.819,26230,0.627,4.04,2.67,7.97,0.355,5,0,11.87,24.8,48.4,0,0,Central
2024-01-01,W82,20,2,4,7,7,0.935,44488,0.75,5.54,1.82,7.2,0.454,5,0,5.99,27.4,59.0,0,0,Central
2024-01-01,W83,12,2,2,4,4,0.89,41464,0.755,5.26,2.15,7.12,0.106,7,0,7.59,27.3,52.4,0,0,Central
2024-01-01,W84,9,4,3,2,0,0.876,36107,0.927,6.31,1.11,7.49,0.361,5,0,11.19,20.3,54.3,0,0,Central
2024-01-01,W85,12,1,2,5,4,0.805,24662,0.496,8.5,4.11,7.29,0.389,6,0,10.61,24.1,74.3,0,0,South
2024-01-01,W86,6,1,0,2,3,0.843,16679,0.371,7.46,3.95,7.06,0.375,5,0,7.0,26.9,61.1,0,0,South
2024-01-01,W87,11,0,4,3,4,0.732,24435,0.321,7.11,4.05,7.1,0.278,6,0,2.77,23.4,69.0,0,0,South
2024-01-01,W88,12,5,2,4,1,0.762,26151,0.344,9.59,4.56,8.18,0.342,4,0,0.96,25.0,56.3,0,0,South
2024-01-01,W89,3,0,0,2,1,0.866,19452,0.479,9.56,4.11,8.17,0.315,5,0,19.82,24.2,61.0,0,0,South
2024-01-01,W90,5,2,0,2,1,0.883,17849,0.417,6.34,4.37,7.21,0.185,6,0,5.53,26.1,48.1,0,0,South
2024-01-01,W91,7,0,2,1,4,0.765,24823,0.685,7.95,3.52,7.52,0.418,4,0,4.7,27.2,60.8,0,0,South
2024-01-01,W92,9,1,0,5,3,0.818,34223,0.725,9.8,4.23,7.22,0.201,3,0,18.82,26.7,71.0,0,0,South
2024-01-01,W93,8,4,0,1,3,0.851,15851,0.559,3.94,2.98,8.03,0.408,7,0,5.84,24.0,62.9,0,0,South
2024-01-01,W94,5,0,1,2,2,0.85,19000,0.665,9.17,3.38,6.9,0.454,7,0,5.78,27.1,61.7,0,0,South
2024-01-01,W95,9,3,2,2,2,0.799,20536,0.593,5.62,2.44,7.16,0.533,4,0,13.35,26.5,73.9,0,0,South
2024-01-01,W96,13,0,6,3,4,0.824,20726,0.47,7.56,3.7,7.79,0.348,6,0,16.17,23.3,54.7,0,0,South
2024-01-01,W97,9,2,0,3,4,0.848,31281,0.607,7.38,1.94,7.94,0.488,4,0,9.44,21.0,71.3,0,0,South
2024-01-01,W98,9,4,3,0,2,0.887,18267,0.612,6.47,2.12,7.63,0.305,4,0,14.73,27.3,63.7,0,0,South
2024-01-01,W99,9,4,2,1,2,0.913,22543,0.631,7.4,4.58,7.02,0.232,6,0,7.22,26.6,55.4,0,0,South
2024-01-01,W100,14,3,3,5,3,0.823,26657,0.491,8.36,3.49,7.78,0.477,5,0,13.41,26.9,51.6,0,0,South
2024-01-08,W01,13,2,4,4,3,0.927,40033,0.833,6.18,3.59,7.39,0.313,7,0,15.58,27.9,59.1,0,0,North
2024-01-08,W02,13,2,2,4,5,0.841,27644,0.555,4.04,2.19,7.4,0.459,4,0,1.94,24.1,67.3,0,0,North
2024-01-08,W03,11,1,2,1,7,0.815,34271,0.55,7.29,3.02,7.78,0.384,7,0,15.08,23.4,49.0,0,0,North
2024-01-08,W04,9,1,2,2,4,0.874,22662,0.564,6.58,2.39,7.62,0.474,6,0,8.0,25.5,69.7,0,0,North
2024-01-08,W05,12,1,5,2,4,0.856,21396,0.494,6.78,2.61,7.37,0.408,7,0,6.5,23.2,59.9,0,0,East
2024-01-08,W06,12,4,5,2,1,0.835,33431,0.431,3.52,3.19,7.2,0.395,3,0,12.19,21.1,52.9,0,0,East
2024-01-08,W07,16,3,3,7,3,0.848,34118,0.578,6.25,2.76,8.0,0.393,6,0,11.22,24.0,62.2,0,0,East
2024-01-08,W08,11,5,2,3,1,0.763,32912,0.321,12.67,5.39,8.08,0.372,5,1,6.72,26.2,57.7,0,0,East
2024-01-08,W09,17,2,5,6,4,0.791,29502,0.306,14.88,7.84,8.13,0.294,5,1,7.41,27.3,66.6,0,0,East
2024-01-08,W10,14,2,3,7,2,0.908,32802,0.607,6.06,2.71,7.32,0.406,3,0,17.14,23.2,73.6,0,0,North
2024-01-08,W11,16,5,7,1,3,0.831,40023,0.673,2.71,1.41,7.5,0.472,5,0,7.84,21.3,70.2,0,0,North
2024-01-08,W12,7,2,3,2,0,0.858,21560,0.732,3.74,1.97,7.02,0.492,4,0,4.87,21.2,63.7,0,0,North
2024-01-08,W13,24,7,7,3,7,0.825,36942,0.699,5.36,3.25,8.17,0.687,5,0,4.51,25.6,62.9,0,0,North
2024-01-08,W14,4,1,1,0,2,0.928,26877,0.829,5.56,2.14,7.06,0.186,6,0,0.69,20.6,45.1,0,0,North
2024-01-08,W15,10,2,3,2,3,0.928,34494,0.531,6.09,3.47,7.89,0.444,7,0,31.28,27.7,68.7,0,0,North
2024-01-08,W16,12,3,3,3,3,0.856,23529,0.543,8.23,4.17,7.96,0.318,5,0,8.93,20.7,73.7,0,0,West
2024-01-08,W17,15,3,2,6,4,0.882,21331,0.544,9.75,3.41,6.84,0.452,7,0,16.61,25.1,74.4,0,0,West
2024-01-08,W18,19,6,3,7,3,0.814,40882,0.505,5.1,3.26,6.83,0.452,5,0,18.68,25.5,46.5,0,0,North
2024-01-08,W19,15,4,3,3,5,0.763,23003,0.502,8.42,4.01,7.83,0.35,7,0,16.52,21.0,66.9,0,0,North
2024-01-08,W20,10,1,1,3,5,0.836,37681,0.777,7.16,1.95,6.81,0.268,6,0,5.53,23.4,68.9,0,0,North
2024-01-08,W21,4,1,2,1,0,0.931,27539,0.82,4.23,3.06,6.86,0.448,3,0,19.23,25.2,64.5,0,0,North
2024-01-08,W22,15,1,6,5,3,0.861,34488,0.329,5.21,2.81,7.36,0.444,4,0,0.0,23.8,71.5,0,0,East
2024-01-08,W23,14,5,2,6,1,0.854,34115,0.587,10.37,4.26,7.78,0.469,7,0,17.52,26.4,61.2,0,0,East
2024-01-08,W24,18,5,5,6,2,0.877,29948,0.737,5.7,3.16,6.92,0.278,7,0,2.09,24.2,57.8,0,0,East
2024-01-08,W25,3,1,0,1,1,0.812,20152,0.77,6.39,2.77,7.72,0.51,7,0,15.05,20.0,50.6,0,0,North
2024-01-08,W26,22,4,7,5,6,0.912,42728,0.571,9.08,4.65,7.39,0.253,7,0,8.74,20.6,45.3,0,0,North
2024-01-08,W27,10,1,2,2,5,0.901,35597,0.743,5.49,2.09,7.93,0.49,6,0,5.41,24.6,53.2,0,0,North
2024-01-08,W28,10,2,3,3,2,0.928,21681,0.764,5.05,2.11,7.92,0.554,5,0,6.21,22.7,60.7,0,0,North
2024-01-08,W29,10,3,4,1,2,0.867,32388,0.743,8.08,3.1,8.04,0.564,6,0,30.42,25.7,62.7,0,0,North
2024-01-08,W30,10,0,1,6,3,0.836,32225,0.722,7.62,2.84,7.34,0.614,7,0,5.51,20.4,48.3,0,0,North
2024-01-08,W31,6,0,3,2,1,0.875,24215,0.746,7.55,3.48,7.72,0.464,6,0,11.73,27.9,71.5,0,0,Central
2024-01-08,W32,3,0,1,1,1,0.872,32799,0.914,5.03,2.12,8.02,0.366,3,0,3.35,27.9,67.3,0,0,Central
2024-01-08,W33,8,1,0,5,2,0.807,16306,0.492,12.79,5.17,7.4,0.356,7,1,3.27,26.6,48.6,0,0,West
2024-01-08,W34,11,2,2,6,1,0.765,22526,0.374,11.77,4.66,7.32,0.288,3,0,8.46,20.3,73.7,0,0,West
2024-01-08,W35,14,4,5,2,3,0.781,28545,0.452,15.14,7.36,8.09,0.213,6,1,7.02,24.1,62.9,0,0,West
2024-01-08,W36,14,4,1,2,7,0.836,32879,0.616,7.14,3.94,7.31,0.631,3,0,13.11,24.1,59.7,0,0,West
2024-01-08,W37,24,4,9,7,4,0.859,32675,0.413,6.43,4.42,7.23,0.409,3,0,26.14,26.0,46.0,0,0,West
2024-01-08,W38,8,2,2,2,2,0.894,32082,0.574,8.49,4.49,6.88,0.494,7,0,10.62,23.7,56.7,0,0,West
2024-01-08,W39,7,3,1,2,1,0.922,20855,0.709,4.63,2.91,8.18,0.781,6,0,7.38,27.5,67.1,0,0,West
2024-01-08,W40,14,1,3,7,3,0.768,33091,0.502,8.64,4.3,7.35,0.242,3,0,6.88,20.0,65.9,0,0,West
2024-01-08,W41,18,2,5,8,3,0.874,34894,0.643,4.07,0.87,7.16,0.364,6,0,10.03,24.6,64.9,0,0,West
2024-01-08,W42,6,1,2,3,0,0.863,17327,0.512,13.8,6.01,7.58,0.336,4,1,10.62,25.9,60.6,0,0,West
2024-01-08,W43,19,4,4,6,5,0.828,26774,0.341,10.55,4.89,7.05,0.401,5,0,12.35,22.7,52.2,0,0,West
2024-01-08,W44,10,3,3,2,2,0.963,26589,0.613,6.61,3.05,7.9,0.455,5,0,12.96,25.6,50.7,0,0,West
2024-01-08,W45,13,2,5,5,1,0.794,29243,0.307,10.38,5.04,7.06,0.444,7,1,19.02,20.0,69.6,0,0,West
2024-01-08,W46,15,2,3,6,4,0.842,23284,0.634,13.87,4.8,7.93,0.299,5,0,6.81,20.0,61.7,0,0,Central
2024-01-08,W47,6,3,2,1,0,0.965,22600,0.893,8.3,3.74,7.99,0.224,6,0,15.83,20.9,56.3,0,0,Central
2024-01-08,W48,5,1,1,0,3,0.923,38034,0.924,3.17,1.26,8.17,0.57,5,0,0.0,21.0,53.5,0,0,Central
2024-01-08,W49,14,2,3,4,5,0.866,37797,0.661,10.3,4.36,6.82,0.17,7,0,3.43,21.4,67.6,0,0,Central
2024-01-08,W50,15,6,3,5,1,0.81,28168,0.409,5.72,4.05,8.05,0.39,4,0,18.43,26.2,73.4,0,0,East
2024-01-08,W51,17,2,3,8,4,0.838,34492,0.697,4.0,2.04,7.85,0.423,4,0,5.49,20.5,47.2,0,0,East
2024-01-08,W52,5,0,2,2,1,0.916,24874,0.627,5.66,2.47,7.68,0.382,3,0,22.76,25.4,58.4,0,0,East
2024-01-08,W53,11,2,3,2,4,0.916,27183,0.683,5.02,3.44,7.43,0.335,4,0,8.33,26.6,56.2,0,0,East
2024-01-08,W54,19,2,6,7,4,0.88,30586,0.468,10.5,5.36,8.02,0.427,5,1,12.35,20.0,49.8,0,0,East
2024-01-08,W55,12,2,5,3,2,0.749,17961,0.372,9.21,3.73,7.18,0.599,3,0,16.18,22.4,70.2,0,0,East
2024-01-08,W56,17,5,7,2,3,0.874,32340,0.401,9.12,4.63,8.02,0.417,6,0,13.27,21.1,71.0,0,0,East
2024-01-08,W57,11,2,5,2,2,0.755,18987,0.465,7.6,3.94,8.14,0.243,6,0,29.12,22.6,66.7,0,0,East
2024-01-08,W58,5,1,3,1,0,0.823,19735,0.556,5.28,3.0,8.05,0.262,6,0,9.63,26.9,66.4,0,0,East
2024-01-08,W59,24,9,5,4,6,0.773,34830,0.413,9.62,5.32,7.77,0.475,7,1,4.55,21.6,47.7,0,0,East
2024-01-08,W60,12,2,0,4,6,0.891,23754,0.701,7.53,2.64,8.17,0.382,6,0,7.31,24.2,45.5,0,0,East
2024-01-08,W61,11,1,4,4,2,0.877,22022,0.522,5.69,4.24,7.65,0.323,3,0,12.16,20.0,62.9,0,0,East
2024-01-08,W62,10,0,3,6,1,0.942,36329,0.8,6.31,3.51,8.05,0.193,3,0,4.37,24.5,51.8,0,0,Central
2024-01-08,W63,14,3,3,4,4,0.98,43665,0.934,10.42,3.31,7.35,0.377,3,0,11.06,23.5,74.5,0,0,Central
2024-01-08,W64,3,1,1,1,0,0.978,20878,0.925,6.32,1.27,7.43,0.568,5,0,0.0,25.4,56.9,0,0,Central
2024-01-08,W65,11,4,5,2,0,0.98,44920,0.943,4.79,1.83,7.61,0.585,4,0,20.82,27.6,72.2,0,0,Central
2024-01-08,W66,7,2,2,2,1,0.919,23367,0.898,2.02,1.52,7.32,0.381,3,0,15.95,21.2,48.1,0,0,Central
2024-01-08,W67,8,0,3,3,2,0.949,21860,0.738,6.02,2.9,7.4,0.378,5,0,18.88,26.2,73.2,0,0,Central
2024-01-08,W68,27,5,7,7,8,0.894,44352,0.634,9.21,4.09,7.75,0.331,6,0,0.0,27.1,47.5,0,0,Central
2024-01-08,W69,15,2,2,8,3,0.843,23411,0.689,6.0,3.11,7.13,0.491,6,0,16.41,26.6,46.2,0,0,Central
2024-01-08,W70,15,4,7,4,0,0.905,30024,0.648,9.75,3.16,7.21,0.239,4,0,6.81,21.0,71.9,0,0,Central
2024-01-08,W71,7,3,0,1,3,0.923,20801,0.664,10.01,4.75,6.91,0.347,6,0,3.28,27.5,73.4,0,0,West
2024-01-08,W72,12,2,1,6,3,0.789,23716,0.337,7.19,4.35,7.88,0.177,4,0,15.56,24.9,59.5,0,0,West
2024-01-08,W73,5,1,1,0,3,0.838,17368,0.332,7.0,3.95,7.57,0.553,7,0,18.37,23.8,46.2,0,0,West
2024-01-08,W74,10,1,2,2,5,0.816,28403,0.56,6.03,3.54,7.64,0.328,6,0,8.96,25.8,62.8,0,0,West
2024-01-08,W75,15,2,1,6,6,0.925,31958,0.742,9.57,2.27,7.36,0.497,7,0,3.72,23.8,67.3,0,0,West
2024-01-08,W76,11,3,1,3,4,0.857,24907,0.317,8.47,3.76,7.33,0.339,5,0,20.3,20.3,49.9,0,0,South
2024-01-08,W77,17,3,2,6,6,0.911,30328,0.673,5.8,2.42,8.03,0.232,7,0,7.77,23.9,47.4,0,0,South
2024-01-08,W78,9,2,1,3,3,0.756,15876,0.387,9.29,4.95,7.19,0.544,6,0,0.0,23.3,51.1,0,0,South
2024-01-08,W79,9,3,1,2,3,0.766,22079,0.627,11.47,5.48,8.1,0.374,3,1,14.21,26.8,63.9,0,0,South
2024-01-08,W80,28,5,7,11,5,0.865,43000,0.614,5.69,2.31,7.35,0.612,3,0,14.87,24.0,61.3,0,0,Central
2024-01-08,W81,16,2,3,8,3,0.902,26230,0.627,5.29,1.7,6.86,0.398,7,0,9.73,24.8,62.9,0,0,Central
2024-01-08,W82,16,5,1,8,2,0.903,44488,0.75,4.47,2.91,7.92,0.634,3,0,11.06,27.9,53.5,0,0,Central
2024-01-08,W83,17,5,2,5,5,0.87,41464,0.755,2.62,2.8,7.14,0.407,4,0,14.82,21.9,68.3,0,0,Central
2024-01-08,W84,11,3,2,2,4,0.943,36107,0.927,5.9,1.77,7.66,0.334,7,0,8.42,25.1,56.2,0,0,Central
2024-01-08,W85,8,0,1,5,2,0.98,24662,0.496,9.4,5.75,7.01,0.366,6,1,10.36,20.8,57.2,0,0,South
2024-01-08,W86,9,0,3,2,4,0.759,16679,0.371,5.57,2.91,7.05,0.359,5,0,8.14,25.3,47.9,0,0,South
2024-01-08,W87,22,4,5,8,5,0.715,24435,0.321,7.49,4.38,7.23,0.53,4,0,17.73,20.1,62.7,0,0,South
2024-01-08,W88,13,3,3,2,5,0.929,26151,0.344,7.88,4.56,7.91,0.267,3,0,10.41,21.9,52.0,0,0,South
2024-01-08,W89,6,1,3,1,1,0.789,19452,0.479,9.78,5.24,6.99,0.367,3,1,12.21,25.4,49.4,0,0,South
2024-01-08,W90,9,1,4,2,2,0.878,17849,0.417,5.34,3.45,7.58,0.526,6,0,0.41,27.6,52.6,0,0,South
2024-01-08,W91,11,3,3,2,3,0.878,24823,0.685,5.83,2.94,7.71,0.465,5,0,0.95,24.3,68.5,0,0,South
2024-01-08,W92,9,3,1,1,4,0.895,34223,0.725,13.15,5.78,7.94,0.456,3,1,19.14,26.9,61.7,0,0,South
2024-01-08,W93,9,1,3,2,3,0.825,15851,0.559,5.34,2.12,7.25,0.283,7,0,28.06,20.4,64.2,0,0,South
2024-01-08,W94,6,2,3,0,1,0.896,19000,0.665,7.22,3.12,7.29,0.502,4,0,5.33,20.7,48.1,0,0,South
2024-01-08,W95,6,2,3,1,0,0.964,20536,0.593,5.94,2.51,6.81,0.545,6,0,9.32,25.5,45.5,0,0,South
2024-01-08,W96,8,1,0,3,4,0.804,20726,0.47,7.25,3.0,7.94,0.489,4,0,0.0,24.6,52.6,0,0,South
2024-01-08,W97,8,3,0,2,3,0.915,31281,0.607,5.63,2.9,6.87,0.467,5,0,5.67,21.1,49.3,0,0,South
