week_start_date,ward_id,current_cases,outbreak_next_week
2024-01-08,W20,10,0
2024-01-08,W21,4,0
2024-01-08,W22,15,0
2024-01-08,W23,14,0
2024-01-08,W24,18,0
2024-01-08,W25,3,0
2024-01-08,W26,22,0
2024-01-08,W27,10,0
2024-01-08,W28,10,0
2024-01-08,W29,10,0
2024-01-08,W30,10,0
2024-01-08,W31,6,0
2024-01-08,W32,3,0
2024-01-08,W33,8,0
2024-01-08,W34,11,0
2024-01-08,W35,14,0
2024-01-08,W36,14,0
2024-01-08,W37,24,0
2024-01-08,W38,8,0
2024-01-08,W39,7,0
2024-01-08,W40,14,0
2024-01-08,W41,18,0
2024-01-08,W42,6,0
2024-01-08,W43,19,0
2024-01-08,W44,10,0
2024-01-08,W45,13,0
2024-01-08,W46,15,0
2024-01-08,W47,6,0
2024-01-08,W48,5,0
2024-01-08,W49,14,0
2024-01-08,W50,15,0
2024-01-08,W51,17,0
2024-01-08,W52,5,0
2024-01-08,W53,11,0
2024-01-08,W54,19,0
2024-01-08,W55,12,0
2024-01-08,W56,17,0
2024-01-08,W57,11,0
2024-01-08,W58,5,0
2024-01-08,W59,24,0
2024-01-08,W60,12,0
2024-01-08,W61,11,0
2024-01-08,W62,10,0
2024-01-08,W63,14,0
2024-01-08,W64,3,0
2024-01-08,W65,11,0
2024-01-08,W66,7,0
2024-01-08,W67,8,0
2024-01-08,W68,27,0
2024-01-08,W69,15,0
2024-01-08,W70,15,0
2024-01-08,W71,7,0
2024-01-08,W72,12,0
2024-01-08,W73,5,0
2024-01-08,W74,10,0
2024-01-08,W75,15,0
2024-01-08,W76,11,0
2024-01-08,W77,17,0
2024-01-08,W78,9,0
2024-01-08,W79,9,0
2024-01-08,W80,28,0
2024-01-08,W81,16,0
2024-01-08,W82,16,0
2024-01-08,W83,17,0
2024-01-08,W84,11,0
2024-01-08,W85,8,0
2024-01-08,W86,9,0
2024-01-08,W87,22,0
2024-01-08,W88,13,0
2024-01-08,W89,6,0
2024-01-08,W90,9,0
2024-01-08,W91,11,0
2024-01-08,W92,9,0
2024-01-08,W93,9,0
2024-01-08,W94,6,0
2024-01-08,W95,6,0
2024-01-08,W96,8,0
2024-01-08,W97,8,0
2024-01-08,W98,4,0
2024-01-08,W99,14,0
2024-01-08,W100,10,0
2024-01-15,W01,17,0
2024-01-15,W02,12,0
2024-01-15,W03,16,0
2024-01-15,W04,3,0
2024-01-15,W05,12,0
2024-01-15,W06,23,0
2024-01-15,W07,20,0
2024-01-15,W08,31,0
2024-01-15,W09,36,0
2024-01-15,W10,27,0
2024-01-15,W11,11,0
2024-01-15,W12,7,0
2024-01-15,W13,18,0
2024-01-15,W14,11,0
2024-01-15,W15,21,0
2024-01-15,W16,16,0
2024-01-15,W17,16,0
2024-01-15,W18,18,0
2024-01-15,W19,17,0
2024-01-15,W20,16,0
2024-01-15,W21,8,0
2024-01-15,W22,17,0
2024-01-15,W23,21,0
2024-01-15,W24,14,0
2024-01-15,W25,2,0
2024-01-15,W26,32,0
2024-01-15,W27,13,0
2024-01-15,W28,5,0
2024-01-15,W29,17,0
2024-01-15,W30,22,0
2024-01-15,W31,5,0
2024-01-15,W32,8,0
2024-01-15,W33,18,0
2024-01-15,W34,20,0
2024-01-15,W35,24,0
2024-01-15,W36,26,0
2024-01-15,W37,21,0
2024-01-15,W38,13,0
2024-01-15,W39,11,0
2024-01-15,W40,25,0
2024-01-15,W41,13,0
2024-01-15,W42,9,0
2024-01-15,W43,18,0
2024-01-15,W44,15,0
2024-01-15,W45,24,0
2024-01-15,W46,22,0
2024-01-15,W47,11,0
2024-01-15,W48,3,0
2024-01-15,W49,27,0
2024-01-15,W50,20,0
2024-01-15,W51,10,0
2024-01-15,W52,10,0
2024-01-15,W53,14,0
2024-01-15,W54,21,0
2024-01-15,W55,11,0
2024-01-15,W56,27,0
2024-01-15,W57,14,0
2024-01-15,W58,9,0
2024-01-15,W59,36,0
2024-01-15,W60,10,0
2024-01-15,W61,19,0
2024-01-15,W62,9,0
2024-01-15,W63,17,0
2024-01-15,W64,5,0
2024-01-15,W65,8,0
2024-01-15,W66,9,0
2024-01-15,W67,11,0
2024-01-15,W68,36,0
2024-01-15,W69,12,0
2024-01-15,W70,16,0
2024-01-15,W71,13,0
2024-01-15,W72,25,0
2024-01-15,W73,9,0
2024-01-15,W74,10,0
2024-01-15,W75,10,0
2024-01-15,W76,20,0
2024-01-15,W77,12,0
2024-01-15,W78,20,0
2024-01-15,W79,20,0
2024-01-15,W80,23,0
2024-01-15,W81,14,0
2024-01-15,W82,20,0
2024-01-15,W83,18,0
2024-01-15,W84,14,0
2024-01-15,W85,17,0
2024-01-15,W86,4,0
2024-01-15,W87,21,0
2024-01-15,W88,21,0
2024-01-15,W89,15,0
2024-01-15,W90,12,0
2024-01-15,W91,6,0
2024-01-15,W92,22,0
2024-01-15,W93,14,0
2024-01-15,W94,11,0
2024-01-15,W95,12,0
2024-01-15,W96,14,0
2024-01-15,W97,6,0
2024-01-15,W98,17,0
2024-01-15,W99,11,0
2024-01-15,W100,17,0
2024-01-22,W01,19,0
2024-01-22,W02,17,0
2024-01-22,W03,25,0
2024-01-22,W04,9,0
2024-01-22,W05,8,0
2024-01-22,W06,9,0
2024-01-22,W07,25,0
2024-01-22,W08,18,0
2024-01-22,W09,36,0
2024-01-22,W10,16,0
2024-01-22,W11,13,0
2024-01-22,W12,9,0
2024-01-22,W13,18,0
2024-01-22,W14,14,0
2024-01-22,W15,13,0
2024-01-22,W16,14,0
2024-01-22,W17,11,0
2024-01-22,W18,31,0
2024-01-22,W19,17,0
2024-01-22,W20,12,0
2024-01-22,W21,14,0
2024-01-22,W22,12,0
2024-01-22,W23,23,0
2024-01-22,W24,13,0
2024-01-22,W25,12,0
2024-01-22,W26,24,0
2024-01-22,W27,11,0
2024-01-22,W28,8,0
2024-01-22,W29,15,0
2024-01-22,W30,22,0
2024-01-22,W31,6,0
2024-01-22,W32,5,0
2024-01-22,W33,10,0
2024-01-22,W34,16,0
2024-01-22,W35,27,0
2024-01-22,W36,19,0
2024-01-22,W37,35,0
2024-01-22,W38,18,0
2024-01-22,W39,3,0
2024-01-22,W40,27,0
2024-01-22,W41,16,0
2024-01-22,W42,7,0
2024-01-22,W43,26,0
2024-01-22,W44,11,0
2024-01-22,W45,32,0
2024-01-22,W46,12,0
2024-01-22,W47,13,0
2024-01-22,W48,6,0
2024-01-22,W49,17,0
2024-01-22,W50,22,0
2024-01-22,W51,12,0
2024-01-22,W52,15,0
2024-01-22,W53,22,0
2024-01-22,W54,31,0
2024-01-22,W55,13,0
2024-01-22,W56,26,0
2024-01-22,W57,23,0
2024-01-22,W58,13,0
2024-01-22,W59,25,0
2024-01-22,W60,3,0
2024-01-22,W61,19,0
2024-01-22,W62,11,0
2024-01-22,W63,14,0
2024-01-22,W64,2,0
2024-01-22,W65,14,0
2024-01-22,W66,10,0
2024-01-22,W67,12,0
2024-01-22,W68,12,0
2024-01-22,W69,13,0
2024-01-22,W70,20,0
2024-01-22,W71,10,0
2024-01-22,W72,19,0
2024-01-22,W73,11,0
2024-01-22,W74,20,0
2024-01-22,W75,16,0
2024-01-22,W76,27,0
2024-01-22,W77,12,0
2024-01-22,W78,8,0
2024-01-22,W79,21,0
2024-01-22,W80,23,0
2024-01-22,W81,9,0
2024-01-22,W82,16,0
2024-01-22,W83,25,0
2024-01-22,W84,14,0
2024-01-22,W85,13,0
2024-01-22,W86,9,0
2024-01-22,W87,21,0
2024-01-22,W88,34,0
2024-01-22,W89,15,0
2024-01-22,W90,16,0
2024-01-22,W91,12,0
2024-01-22,W92,29,0
2024-01-22,W93,11,0
2024-01-22,W94,12,0
2024-01-22,W95,11,0
2024-01-22,W96,16,0
2024-01-22,W97,14,0
2024-01-22,W98,14,0
2024-01-22,W99,7,0
2024-01-22,W100,12,0
2024-01-29,W01,17,0
2024-01-29,W02,15,0
2024-01-29,W03,22,0
2024-01-29,W04,12,0
2024-01-29,W05,16,0
2024-01-29,W06,25,0
2024-01-29,W07,24,0
2024-01-29,W08,27,0
2024-01-29,W09,38,0
2024-01-29,W10,15,0
2024-01-29,W11,25,0
2024-01-29,W12,7,0
2024-01-29,W13,11,0
2024-01-29,W14,12,0
2024-01-29,W15,15,0
2024-01-29,W16,16,0
2024-01-29,W17,7,0
2024-01-29,W18,14,0
2024-01-29,W19,27,0
2024-01-29,W20,15,0
2024-01-29,W21,8,0
2024-01-29,W22,24,0
2024-01-29,W23,16,0
2024-01-29,W24,13,0
2024-01-29,W25,7,0
2024-01-29,W26,19,0
2024-01-29,W27,21,0
2024-01-29,W28,3,0
2024-01-29,W29,18,0
2024-01-29,W30,14,0
2024-01-29,W31,13,0
2024-01-29,W32,6,0
2024-01-29,W33,9,0
2024-01-29,W34,18,0
2024-01-29,W35,25,0
2024-01-29,W36,25,0
2024-01-29,W37,29,0
2024-01-29,W38,14,0
2024-01-29,W39,10,0
2024-01-29,W40,22,0
2024-01-29,W41,16,0
2024-01-29,W42,10,0
2024-01-29,W43,32,0
2024-01-29,W44,12,0
2024-01-29,W45,19,0
2024-01-29,W46,15,0
2024-01-29,W47,6,0
2024-01-29,W48,9,0
2024-01-29,W49,29,0
2024-01-29,W50,11,0
2024-01-29,W51,9,0
2024-01-29,W52,10,0
2024-01-29,W53,22,0
2024-01-29,W54,34,0
2024-01-29,W55,18,0
2024-01-29,W56,25,0
2024-01-29,W57,16,0
2024-01-29,W58,14,0
2024-01-29,W59,34,0
2024-01-29,W60,7,0
2024-01-29,W61,13,0
2024-01-29,W62,16,0
2024-01-29,W63,8,0
2024-01-29,W64,5,0
2024-01-29,W65,11,0
2024-01-29,W66,4,0
2024-01-29,W67,9,0
2024-01-29,W68,19,0
2024-01-29,W69,13,0
2024-01-29,W70,23,0
2024-01-29,W71,12,0
2024-01-29,W72,24,0
2024-01-29,W73,15,0
2024-01-29,W74,17,0
2024-01-29,W75,11,0
2024-01-29,W76,14,0
2024-01-29,W77,16,0
2024-01-29,W78,17,0
2024-01-29,W79,17,0
2024-01-29,W80,22,0
2024-01-29,W81,17,0
2024-01-29,W82,21,0
2024-01-29,W83,16,0
2024-01-29,W84,21,0
2024-01-29,W85,12,0
2024-01-29,W86,10,0
2024-01-29,W87,16,0
2024-01-29,W88,25,0
2024-01-29,W89,11,0
2024-01-29,W90,11,0
2024-01-29,W91,16,0
2024-01-29,W92,18,0
2024-01-29,W93,18,0
2024-01-29,W94,10,0
2024-01-29,W95,5,0
2024-01-29,W96,10,0
2024-01-29,W97,17,0
2024-01-29,W98,7,0
2024-01-29,W99,8,0
2024-01-29,W100,23,0
2024-02-05,W01,11,0
2024-02-05,W02,10,0
2024-02-05,W03,19,0
2024-02-05,W04,12,0
2024-02-05,W05,9,0
2024-02-05,W06,24,0
2024-02-05,W07,14,0
2024-02-05,W08,18,0
2024-02-05,W09,40,0
2024-02-05,W10,13,0
2024-02-05,W11,26,0
2024-02-05,W12,5,0
2024-02-05,W13,17,0
2024-02-05,W14,6,0
2024-02-05,W15,13,0
2024-02-05,W16,21,0
2024-02-05,W17,10,0
2024-02-05,W18,23,0
2024-02-05,W19,21,0
2024-02-05,W20,12,0
2024-02-05,W21,15,0
2024-02-05,W22,41,0
2024-02-05,W23,17,0
2024-02-05,W24,18,0
2024-02-05,W25,6,0
2024-02-05,W26,42,0
2024-02-05,W27,11,0
2024-02-05,W28,7,0
2024-02-05,W29,9,0
2024-02-05,W30,11,0
2024-02-05,W31,9,0
2024-02-05,W32,8,0
2024-02-05,W33,15,0
2024-02-05,W34,23,0
2024-02-05,W35,22,0
2024-02-05,W36,15,0
2024-02-05,W37,21,0
2024-02-05,W38,12,0
2024-02-05,W39,13,0
2024-02-05,W40,16,0
2024-02-05,W41,23,0
2024-02-05,W42,8,0
2024-02-05,W43,32,0
2024-02-05,W44,18,0
2024-02-05,W45,18,0
2024-02-05,W46,14,0
2024-02-05,W47,8,0
2024-02-05,W48,10,0
2024-02-05,W49,27,0
2024-02-05,W50,20,0
2024-02-05,W51,10,0
2024-02-05,W52,15,0
2024-02-05,W53,17,0
2024-02-05,W54,43,0
2024-02-05,W55,21,0
2024-02-05,W56,21,0
2024-02-05,W57,15,0
2024-02-05,W58,13,0
2024-02-05,W59,52,0
2024-02-05,W60,7,0
2024-02-05,W61,15,0
2024-02-05,W62,10,0
2024-02-05,W63,13,0
2024-02-05,W64,7,0
2024-02-05,W65,17,0
2024-02-05,W66,6,0
2024-02-05,W67,11,0
2024-02-05,W68,22,0
2024-02-05,W69,9,0
2024-02-05,W70,22,0
2024-02-05,W71,4,0
2024-02-05,W72,20,0
2024-02-05,W73,10,0
2024-02-05,W74,19,0
2024-02-05,W75,18,0
2024-02-05,W76,29,0
2024-02-05,W77,12,0
2024-02-05,W78,12,0
2024-02-05,W79,13,0
2024-02-05,W80,21,0
2024-02-05,W81,8,0
2024-02-05,W82,12,0
2024-02-05,W83,11,0
2024-02-05,W84,11,0
2024-02-05,W85,18,0
2024-02-05,W86,9,0
2024-02-05,W87,21,0
2024-02-05,W88,30,0
2024-02-05,W89,13,0
2024-02-05,W90,15,0
2024-02-05,W91,14,0
2024-02-05,W92,19,0
2024-02-05,W93,7,0
2024-02-05,W94,9,0
2024-02-05,W95,9,0
2024-02-05,W96,16,0
2024-02-05,W97,9,0
2024-02-05,W98,12,0
2024-02-05,W99,10,0
2024-02-05,W100,16,0
2024-02-12,W01,18,0
2024-02-12,W02,16,0
2024-02-12,W03,8,0
2024-02-12,W04,10,0
2024-02-12,W05,8,0
2024-02-12,W06,29,0
2024-02-12,W07,19,0
2024-02-12,W08,22,0
2024-02-12,W09,44,0
2024-02-12,W10,14,0
2024-02-12,W11,19,0
2024-02-12,W12,8,0
2024-02-12,W13,7,0
2024-02-12,W14,11,0
2024-02-12,W15,10,0
2024-02-12,W16,11,0
2024-02-12,W17,13,0
2024-02-12,W18,26,0
2024-02-12,W19,14,0
2024-02-12,W20,17,0
2024-02-12,W21,8,0
2024-02-12,W22,29,0
2024-02-12,W23,18,0
2024-02-12,W24,15,0
2024-02-12,W25,12,0
2024-02-12,W26,33,0
2024-02-12,W27,22,0
2024-02-12,W28,3,0
2024-02-12,W29,13,0
2024-02-12,W30,17,0
2024-02-12,W31,8,0
2024-02-12,W32,3,0
2024-02-12,W33,11,0
2024-02-12,W34,14,0
2024-02-12,W35,24,0
2024-02-12,W36,15,0
2024-02-12,W37,20,0
2024-02-12,W38,22,0
2024-02-12,W39,6,0
2024-02-12,W40,17,0
2024-02-12,W41,22,0
2024-02-12,W42,12,0
2024-02-12,W43,43,0
2024-02-12,W44,25,0
2024-02-12,W45,16,0
2024-02-12,W46,20,0
2024-02-12,W47,10,0
2024-02-12,W48,15,0
2024-02-12,W49,23,0
2024-02-12,W50,20,0
2024-02-12,W51,18,0
2024-02-12,W52,13,0
2024-02-12,W53,18,0
2024-02-12,W54,34,0
2024-02-12,W55,26,0
2024-02-12,W56,38,0
2024-02-12,W57,11,0
2024-02-12,W58,20,0
2024-02-12,W59,27,0
2024-02-12,W60,18,0
2024-02-12,W61,15,0
2024-02-12,W62,14,0
2024-02-12,W63,14,0
2024-02-12,W64,5,0
2024-02-12,W65,15,0
2024-02-12,W66,9,0
2024-02-12,W67,10,0
2024-02-12,W68,28,0
2024-02-12,W69,5,0
2024-02-12,W70,11,0
2024-02-12,W71,15,0
2024-02-12,W72,18,0
2024-02-12,W73,12,0
2024-02-12,W74,15,0
2024-02-12,W75,16,0
2024-02-12,W76,13,0
2024-02-12,W77,19,0
2024-02-12,W78,15,0
2024-02-12,W79,13,0
2024-02-12,W80,23,0
2024-02-12,W81,17,0
2024-02-12,W82,16,0
2024-02-12,W83,11,0
2024-02-12,W84,15,0
2024-02-12,W85,7,0
2024-02-12,W86,12,0
2024-02-12,W87,19,0
2024-02-12,W88,15,0
2024-02-12,W89,20,0
2024-02-12,W90,16,0
2024-02-12,W91,10,0
2024-02-12,W92,16,0
2024-02-12,W93,8,0
2024-02-12,W94,10,0
2024-02-12,W95,11,0
2024-02-12,W96,14,0
2024-02-12,W97,22,0
2024-02-12,W98,15,0
2024-02-12,W99,14,0
2024-02-12,W100,10,0
2024-02-19,W01,2,0
2024-02-19,W02,18,0
2024-02-19,W03,10,0
2024-02-19,W04,18,0
2024-02-19,W05,10,0
2024-02-19,W06,27,0
2024-02-19,W07,22,0
2024-02-19,W08,23,0
2024-02-19,W09,33,0
2024-02-19,W10,29,0
2024-02-19,W11,16,0
2024-02-19,W12,8,0
2024-02-19,W13,17,0
2024-02-19,W14,15,0
2024-02-19,W15,18,0
2024-02-19,W16,21,0
2024-02-19,W17,10,0
2024-02-19,W18,33,0
2024-02-19,W19,17,0
2024-02-19,W20,13,0
2024-02-19,W21,10,0
2024-02-19,W22,17,0
2024-02-19,W23,24,0
2024-02-19,W24,12,0
2024-02-19,W25,4,0
2024-02-19,W26,21,0
2024-02-19,W27,5,0
2024-02-19,W28,5,0
2024-02-19,W29,14,0
2024-02-19,W30,16,0
2024-02-19,W31,7,0
2024-02-19,W32,4,0
2024-02-19,W33,15,0
2024-02-19,W34,13,0
2024-02-19,W35,17,0
2024-02-19,W36,13,0
2024-02-19,W37,17,0
2024-02-19,W38,26,0
2024-02-19,W39,7,0
2024-02-19,W40,23,0
2024-02-19,W41,14,0
2024-02-19,W42,18,0
2024-02-19,W43,25,0
2024-02-19,W44,17,0
2024-02-19,W45,28,0
2024-02-19,W46,16,0
2024-02-19,W47,11,0
2024-02-19,W48,10,0
2024-02-19,W49,29,0
2024-02-19,W50,14,0
2024-02-19,W51,15,0
2024-02-19,W52,18,0
2024-02-19,W53,12,0
2024-02-19,W54,42,0
2024-02-19,W55,18,0
2024-02-19,W56,24,0
2024-02-19,W57,24,0
2024-02-19,W58,10,0
2024-02-19,W59,36,0
2024-02-19,W60,15,0
2024-02-19,W61,11,0
2024-02-19,W62,11,0
2024-02-19,W63,14,0
2024-02-19,W64,5,0
2024-02-19,W65,7,0
2024-02-19,W66,6,0
2024-02-19,W67,13,0
2024-02-19,W68,23,0
2024-02-19,W69,8,0
2024-02-19,W70,22,0
2024-02-19,W71,11,0
2024-02-19,W72,13,0
2024-02-19,W73,17,0
2024-02-19,W74,25,0
2024-02-19,W75,20,0
2024-02-19,W76,20,0
2024-02-19,W77,13,0
2024-02-19,W78,18,0
2024-02-19,W79,11,0
2024-02-19,W80,21,0
2024-02-19,W81,23,0
2024-02-19,W82,21,0
2024-02-19,W83,15,0
2024-02-19,W84,9,0
2024-02-19,W85,10,0
2024-02-19,W86,11,0
2024-02-19,W87,15,0
2024-02-19,W88,17,0
2024-02-19,W89,14,0
2024-02-19,W90,12,0
2024-02-19,W91,8,0
2024-02-19,W92,30,0
2024-02-19,W93,10,0
2024-02-19,W94,10,0
2024-02-19,W95,10,0
2024-02-19,W96,15,0
2024-02-19,W97,15,0
2024-02-19,W98,10,0
2024-02-19,W99,10,0
2024-02-19,W100,18,0
2024-02-26,W01,15,0
2024-02-26,W02,16,0
2024-02-26,W03,20,0
2024-02-26,W04,10,0
2024-02-26,W05,13,0
2024-02-26,W06,21,0
2024-02-26,W07,22,0
2024-02-26,W08,37,0
2024-02-26,W09,46,0
2024-02-26,W10,17,0
2024-02-26,W11,21,0
2024-02-26,W12,7,0
2024-02-26,W13,17,0
2024-02-26,W14,12,0
2024-02-26,W15,6,0
2024-02-26,W16,16,0
2024-02-26,W17,13,0
2024-02-26,W18,24,0
2024-02-26,W19,21,0
2024-02-26,W20,15,0
2024-02-26,W21,14,0
2024-02-26,W22,18,0
2024-02-26,W23,16,0
2024-02-26,W24,21,0
2024-02-26,W25,1,0
2024-02-26,W26,49,0
2024-02-26,W27,18,0
2024-02-26,W28,5,0
2024-02-26,W29,20,0
2024-02-26,W30,14,0
2024-02-26,W31,14,0
2024-02-26,W32,2,0
2024-02-26,W33,17,0
2024-02-26,W34,22,0
2024-02-26,W35,33,0
2024-02-26,W36,14,0
2024-02-26,W37,16,0
2024-02-26,W38,9,0
2024-02-26,W39,7,0
2024-02-26,W40,23,0
2024-02-26,W41,21,0
2024-02-26,W42,12,0
2024-02-26,W43,24,0
2024-02-26,W44,10,0
2024-02-26,W45,20,0
2024-02-26,W46,16,0
2024-02-26,W47,10,0
2024-02-26,W48,12,0
2024-02-26,W49,25,0
2024-02-26,W50,17,0
2024-02-26,W51,18,0
2024-02-26,W52,18,0
2024-02-26,W53,19,0
2024-02-26,W54,25,0
2024-02-26,W55,8,0
2024-02-26,W56,31,0
2024-02-26,W57,17,0
2024-02-26,W58,6,0
2024-02-26,W59,31,0
2024-02-26,W60,7,0
2024-02-26,W61,18,0
2024-02-26,W62,14,0
2024-02-26,W63,7,0
2024-02-26,W64,6,0
2024-02-26,W65,5,0
2024-02-26,W66,8,0
2024-02-26,W67,13,0
2024-02-26,W68,28,0
2024-02-26,W69,17,0
2024-02-26,W70,26,0
2024-02-26,W71,20,0
2024-02-26,W72,10,0
2024-02-26,W73,9,0
2024-02-26,W74,25,0
2024-02-26,W75,18,0
2024-02-26,W76,14,0
2024-02-26,W77,10,0
2024-02-26,W78,12,0
2024-02-26,W79,13,0
2024-02-26,W80,13,0
2024-02-26,W81,15,0
2024-02-26,W82,18,0
2024-02-26,W83,5,0
2024-02-26,W84,13,0
2024-02-26,W85,23,0
2024-02-26,W86,14,0
2024-02-26,W87,16,0
2024-02-26,W88,22,0
2024-02-26,W89,12,0
2024-02-26,W90,14,0
2024-02-26,W91,10,0
2024-02-26,W92,31,0
2024-02-26,W93,7,0
2024-02-26,W94,11,0
2024-02-26,W95,12,0
2024-02-26,W96,13,0
2024-02-26,W97,13,0
2024-02-26,W98,18,0
2024-02-26,W99,8,0
2024-02-26,W100,18,0
2024-03-04,W01,12,0
2024-03-04,W02,22,0
2024-03-04,W03,24,0
2024-03-04,W04,14,0
2024-03-04,W05,8,0
2024-03-04,W06,32,0
2024-03-04,W07,21,0
2024-03-04,W08,24,0
2024-03-04,W09,33,0
2024-03-04,W10,17,0
2024-03-04,W11,18,0
2024-03-04,W12,4,0
2024-03-04,W13,11,0
2024-03-04,W14,17,0
2024-03-04,W15,21,0
2024-03-04,W16,18,0
2024-03-04,W17,12,0
2024-03-04,W18,29,0
2024-03-04,W19,20,0
2024-03-04,W20,16,0
2024-03-04,W21,8,0
2024-03-04,W22,21,0
2024-03-04,W23,27,0
2024-03-04,W24,19,0
2024-03-04,W25,7,0
2024-03-04,W26,17,0
2024-03-04,W27,12,0
2024-03-04,W28,5,0
2024-03-04,W29,14,0
2024-03-04,W30,15,0
2024-03-04,W31,7,0
2024-03-04,W32,6,0
2024-03-04,W33,14,0
2024-03-04,W34,18,0
2024-03-04,W35,27,0
2024-03-04,W36,20,0
2024-03-04,W37,22,0
2024-03-04,W38,18,0
2024-03-04,W39,8,0
2024-03-04,W40,17,0
2024-03-04,W41,25,0
2024-03-04,W42,16,0
2024-03-04,W43,27,0
2024-03-04,W44,20,0
2024-03-04,W45,11,0
2024-03-04,W46,16,0
2024-03-04,W47,10,0
2024-03-04,W48,10,0
2024-03-04,W49,26,0
2024-03-04,W50,19,0
2024-03-04,W51,10,0
2024-03-04,W52,20,0
2024-03-04,W53,16,0
2024-03-04,W54,29,0
2024-03-04,W55,13,0
2024-03-04,W56,19,0
2024-03-04,W57,14,0
2024-03-04,W58,10,0
2024-03-04,W59,45,0
2024-03-04,W60,10,0
2024-03-04,W61,9,0
2024-03-04,W62,10,0
2024-03-04,W63,19,0
2024-03-04,W64,1,0
2024-03-04,W65,10,0
2024-03-04,W66,7,0
2024-03-04,W67,10,0
2024-03-04,W68,23,0
2024-03-04,W69,6,0
2024-03-04,W70,17,0
2024-03-04,W71,9,0
2024-03-04,W72,14,0
2024-03-04,W73,10,0
2024-03-04,W74,19,0
2024-03-04,W75,11,0
2024-03-04,W76,18,0
2024-03-04,W77,13,0
2024-03-04,W78,17,0
2024-03-04,W79,14,0
2024-03-04,W80,15,0
2024-03-04,W81,9,0
2024-03-04,W82,21,0
2024-03-04,W83,13,0
2024-03-04,W84,9,0
2024-03-04,W85,14,0
2024-03-04,W86,12,0
2024-03-04,W87,17,0
2024-03-04,W88,19,0
2024-03-04,W89,14,0
2024-03-04,W90,14,0
2024-03-04,W91,16,0
2024-03-04,W92,16,0
2024-03-04,W93,5,0
2024-03-04,W94,7,0
2024-03-04,W95,16,0
2024-03-04,W96,14,0
