week_start_date,ward_id,rainfall_mm,avg_temperature,humidity_percent,flood_event_flag,monsoon_flag
2024-01-01,W80,5.84,21.8,63.2,0,0
2024-01-01,W81,11.87,24.8,48.4,0,0
2024-01-01,W82,5.99,27.4,59.0,0,0
2024-01-01,W83,7.59,27.3,52.4,0,0
2024-01-01,W84,11.19,20.3,54.3,0,0
2024-01-01,W85,10.61,24.1,74.3,0,0
2024-01-01,W86,7.0,26.9,61.1,0,0
2024-01-01,W87,2.77,23.4,69.0,0,0
2024-01-01,W88,0.96,25.0,56.3,0,0
2024-01-01,W89,19.82,24.2,61.0,0,0
2024-01-01,W90,5.53,26.1,48.1,0,0
2024-01-01,W91,4.7,27.2,60.8,0,0
2024-01-01,W92,18.82,26.7,71.0,0,0
2024-01-01,W93,5.84,24.0,62.9,0,0
2024-01-01,W94,5.78,27.1,61.7,0,0
2024-01-01,W95,13.35,26.5,73.9,0,0
2024-01-01,W96,16.17,23.3,54.7,0,0
2024-01-01,W97,9.44,21.0,71.3,0,0
2024-01-01,W98,14.73,27.3,63.7,0,0
2024-01-01,W99,7.22,26.6,55.4,0,0
2024-01-01,W100,13.41,26.9,51.6,0,0
2024-01-08,W01,15.58,27.9,59.1,0,0
2024-01-08,W02,1.94,24.1,67.3,0,0
2024-01-08,W03,15.08,23.4,49.0,0,0
2024-01-08,W04,8.0,25.5,69.7,0,0
2024-01-08,W05,6.5,23.2,59.9,0,0
2024-01-08,W06,12.19,21.1,52.9,0,0
2024-01-08,W07,11.22,24.0,62.2,0,0
2024-01-08,W08,6.72,26.2,57.7,0,0
2024-01-08,W09,7.41,27.3,66.6,0,0
2024-01-08,W10,17.14,23.2,73.6,0,0
2024-01-08,W11,7.84,21.3,70.2,0,0
2024-01-08,W12,4.87,21.2,63.7,0,0
2024-01-08,W13,4.51,25.6,62.9,0,0
2024-01-08,W14,0.69,20.6,45.1,0,0
2024-01-08,W15,31.28,27.7,68.7,0,0
2024-01-08,W16,8.93,20.7,73.7,0,0
2024-01-08,W17,16.61,25.1,74.4,0,0
2024-01-08,W18,18.68,25.5,46.5,0,0
2024-01-08,W19,16.52,21.0,66.9,0,0
2024-01-08,W20,5.53,23.4,68.9,0,0
2024-01-08,W21,19.23,25.2,64.5,0,0
2024-01-08,W22,0.0,23.8,71.5,0,0
2024-01-08,W23,17.52,26.4,61.2,0,0
2024-01-08,W24,2.09,24.2,57.8,0,0
2024-01-08,W25,15.05,20.0,50.6,0,0
2024-01-08,W26,8.74,20.6,45.3,0,0
2024-01-08,W27,5.41,24.6,53.2,0,0
2024-01-08,W28,6.21,22.7,60.7,0,0
2024-01-08,W29,30.42,25.7,62.7,0,0
2024-01-08,W30,5.51,20.4,48.3,0,0
2024-01-08,W31,11.73,27.9,71.5,0,0
2024-01-08,W32,3.35,27.9,67.3,0,0
2024-01-08,W33,3.27,26.6,48.6,0,0
2024-01-08,W34,8.46,20.3,73.7,0,0
2024-01-08,W35,7.02,24.1,62.9,0,0
2024-01-08,W36,13.11,24.1,59.7,0,0
2024-01-08,W37,26.14,26.0,46.0,0,0
2024-01-08,W38,10.62,23.7,56.7,0,0
2024-01-08,W39,7.38,27.5,67.1,0,0
2024-01-08,W40,6.88,20.0,65.9,0,0
2024-01-08,W41,10.03,24.6,64.9,0,0
2024-01-08,W42,10.62,25.9,60.6,0,0
2024-01-08,W43,12.35,22.7,52.2,0,0
2024-01-08,W44,12.96,25.6,50.7,0,0
2024-01-08,W45,19.02,20.0,69.6,0,0
2024-01-08,W46,6.81,20.0,61.7,0,0
2024-01-08,W47,15.83,20.9,56.3,0,0
2024-01-08,W48,0.0,21.0,53.5,0,0
2024-01-08,W49,3.43,21.4,67.6,0,0
2024-01-08,W50,18.43,26.2,73.4,0,0
2024-01-08,W51,5.49,20.5,47.2,0,0
2024-01-08,W52,22.76,25.4,58.4,0,0
2024-01-08,W53,8.33,26.6,56.2,0,0
2024-01-08,W54,12.35,20.0,49.8,0,0
2024-01-08,W55,16.18,22.4,70.2,0,0
2024-01-08,W56,13.27,21.1,71.0,0,0
2024-01-08,W57,29.12,22.6,66.7,0,0
2024-01-08,W58,9.63,26.9,66.4,0,0
2024-01-08,W59,4.55,21.6,47.7,0,0
2024-01-08,W60,7.31,24.2,45.5,0,0
2024-01-08,W61,12.16,20.0,62.9,0,0
2024-01-08,W62,4.37,24.5,51.8,0,0
2024-01-08,W63,11.06,23.5,74.5,0,0
2024-01-08,W64,0.0,25.4,56.9,0,0
2024-01-08,W65,20.82,27.6,72.2,0,0
2024-01-08,W66,15.95,21.2,48.1,0,0
2024-01-08,W67,18.88,26.2,73.2,0,0
2024-01-08,W68,0.0,27.1,47.5,0,0
2024-01-08,W69,16.41,26.6,46.2,0,0
2024-01-08,W70,6.81,21.0,71.9,0,0
2024-01-08,W71,3.28,27.5,73.4,0,0
2024-01-08,W72,15.56,24.9,59.5,0,0
2024-01-08,W73,18.37,23.8,46.2,0,0
2024-01-08,W74,8.96,25.8,62.8,0,0
2024-01-08,W75,3.72,23.8,67.3,0,0
2024-01-08,W76,20.3,20.3,49.9,0,0
2024-01-08,W77,7.77,23.9,47.4,0,0
2024-01-08,W78,0.0,23.3,51.1,0,0
2024-01-08,W79,14.21,26.8,63.9,0,0
2024-01-08,W80,14.87,24.0,61.3,0,0
2024-01-08,W81,9.73,24.8,62.9,0,0
2024-01-08,W82,11.06,27.9,53.5,0,0
2024-01-08,W83,14.82,21.9,68.3,0,0
2024-01-08,W84,8.42,25.1,56.2,0,0
2024-01-08,W85,10.36,20.8,57.2,0,0
2024-01-08,W86,8.14,25.3,47.9,0,0
2024-01-08,W87,17.73,20.1,62.7,0,0
2024-01-08,W88,10.41,21.9,52.0,0,0
2024-01-08,W89,12.21,25.4,49.4,0,0
2024-01-08,W90,0.41,27.6,52.6,0,0
2024-01-08,W91,0.95,24.3,68.5,0,0
2024-01-08,W92,19.14,26.9,61.7,0,0
2024-01-08,W93,28.06,20.4,64.2,0,0
2024-01-08,W94,5.33,20.7,48.1,0,0
2024-01-08,W95,9.32,25.5,45.5,0,0
2024-01-08,W96,0.0,24.6,52.6,0,0
2024-01-08,W97,5.67,21.1,49.3,0,0
2024-01-08,W98,16.27,21.3,50.7,0,0
2024-01-08,W99,17.43,27.8,56.2,0,0
2024-01-08,W100,0.0,26.6,70.9,0,0
2024-01-15,W01,15.78,26.6,65.0,0,0
2024-01-15,W02,11.48,21.3,63.1,0,0
2024-01-15,W03,6.87,20.9,64.5,0,0
2024-01-15,W04,10.11,23.5,72.0,0,0
2024-01-15,W05,12.18,22.4,64.5,0,0
2024-01-15,W06,13.02,24.9,61.9,0,0
2024-01-15,W07,14.12,23.6,45.4,0,0
2024-01-15,W08,22.1,25.1,67.8,0,0
2024-01-15,W09,1.85,23.8,56.8,0,0
2024-01-15,W10,11.35,25.7,60.6,0,0
2024-01-15,W11,13.87,23.0,50.9,0,0
2024-01-15,W12,11.69,21.3,63.5,0,0
2024-01-15,W13,10.52,24.6,47.7,0,0
2024-01-15,W14,16.02,27.8,69.7,0,0
2024-01-15,W15,11.87,21.5,53.9,0,0
2024-01-15,W16,14.91,27.3,57.7,0,0
2024-01-15,W17,8.26,20.9,45.1,0,0
2024-01-15,W18,0.0,24.7,68.8,0,0
2024-01-15,W19,15.16,26.2,61.7,0,0
2024-01-15,W20,6.29,25.9,70.5,0,0
2024-01-15,W21,8.88,23.4,49.6,0,0
2024-01-15,W22,9.51,23.8,61.1,0,0
2024-01-15,W23,3.28,25.1,52.7,0,0
2024-01-15,W24,8.11,21.1,53.2,0,0
2024-01-15,W25,1.63,25.8,45.5,0,0
2024-01-15,W26,0.0,24.8,55.1,0,0
2024-01-15,W27,18.1,24.8,57.0,0,0
2024-01-15,W28,2.12,24.9,58.3,0,0
2024-01-15,W29,14.3,22.2,62.8,0,0
2024-01-15,W30,8.79,23.7,50.7,0,0
2024-01-15,W31,0.0,24.6,47.7,0,0
2024-01-15,W32,11.47,26.0,50.1,0,0
2024-01-15,W33,0.0,21.0,74.2,0,0
2024-01-15,W34,2.7,26.1,52.3,0,0
2024-01-15,W35,15.78,26.9,63.3,0,0
2024-01-15,W36,6.64,20.5,48.5,0,0
2024-01-15,W37,0.0,21.9,60.3,0,0
2024-01-15,W38,7.3,27.5,71.2,0,0
2024-01-15,W39,15.07,23.1,60.0,0,0
2024-01-15,W40,18.44,25.0,65.2,0,0
2024-01-15,W41,8.52,26.5,54.7,0,0
2024-01-15,W42,2.98,21.8,73.7,0,0
2024-01-15,W43,7.12,22.5,63.2,0,0
2024-01-15,W44,19.54,26.6,54.5,0,0
2024-01-15,W45,10.53,23.8,60.2,0,0
2024-01-15,W46,9.08,26.2,48.7,0,0
2024-01-15,W47,9.07,26.8,45.0,0,0
2024-01-15,W48,8.34,22.9,56.6,0,0
2024-01-15,W49,10.25,26.0,63.6,0,0
2024-01-15,W50,0.57,21.4,47.2,0,0
2024-01-15,W51,15.57,24.9,64.0,0,0
2024-01-15,W52,2.68,21.8,50.2,0,0
2024-01-15,W53,15.94,23.2,64.6,0,0
2024-01-15,W54,11.91,23.9,50.3,0,0
2024-01-15,W55,6.03,23.3,68.7,0,0
2024-01-15,W56,8.87,21.5,63.6,0,0
2024-01-15,W57,2.26,20.5,46.3,0,0
2024-01-15,W58,11.28,25.2,60.0,0,0
2024-01-15,W59,11.32,26.5,63.4,0,0
2024-01-15,W60,7.4,27.6,49.0,0,0
2024-01-15,W61,5.03,27.4,52.6,0,0
2024-01-15,W62,10.91,24.0,56.6,0,0
2024-01-15,W63,8.88,27.1,48.2,0,0
2024-01-15,W64,19.76,20.4,46.1,0,0
2024-01-15,W65,11.85,20.3,60.3,0,0
2024-01-15,W66,9.35,27.9,74.1,0,0
2024-01-15,W67,9.04,24.4,69.9,0,0
2024-01-15,W68,0.0,20.7,60.4,0,0
2024-01-15,W69,9.68,20.6,73.8,0,0
2024-01-15,W70,5.38,22.6,48.8,0,0
2024-01-15,W71,13.9,24.2,63.5,0,0
2024-01-15,W72,8.34,24.8,47.9,0,0
2024-01-15,W73,3.19,22.2,72.8,0,0
2024-01-15,W74,9.91,20.1,74.8,0,0
2024-01-15,W75,9.96,24.4,64.1,0,0
2024-01-15,W76,10.29,26.0,61.7,0,0
2024-01-15,W77,12.7,22.2,61.2,0,0
2024-01-15,W78,9.37,25.5,47.8,0,0
2024-01-15,W79,13.98,23.3,67.7,0,0
2024-01-15,W80,7.73,20.8,49.5,0,0
2024-01-15,W81,5.04,21.3,61.7,0,0
2024-01-15,W82,18.21,27.1,53.3,0,0
2024-01-15,W83,0.47,25.9,69.5,0,0
2024-01-15,W84,16.54,23.0,61.2,0,0
2024-01-15,W85,12.59,20.1,67.5,0,0
2024-01-15,W86,15.32,26.1,70.3,0,0
2024-01-15,W87,8.97,25.1,68.4,0,0
2024-01-15,W88,2.79,25.3,45.1,0,0
2024-01-15,W89,7.71,23.2,71.2,0,0
2024-01-15,W90,4.96,20.8,51.8,0,0
2024-01-15,W91,25.65,24.8,45.7,0,0
2024-01-15,W92,7.01,21.2,65.9,0,0
2024-01-15,W93,16.34,24.2,56.2,0,0
2024-01-15,W94,3.94,21.9,56.1,0,0
2024-01-15,W95,9.58,22.4,50.2,0,0
2024-01-15,W96,16.74,21.4,65.6,0,0
2024-01-15,W97,17.92,27.8,50.0,0,0
2024-01-15,W98,6.17,24.7,65.9,0,0
2024-01-15,W99,12.77,23.7,59.4,0,0
2024-01-15,W100,3.5,25.6,63.9,0,0
2024-01-22,W01,6.0,20.1,46.7,0,0
2024-01-22,W02,7.98,23.2,72.7,0,0
2024-01-22,W03,12.34,26.3,74.2,0,0
2024-01-22,W04,3.94,26.8,53.0,0,0
2024-01-22,W05,7.21,24.5,55.4,0,0
2024-01-22,W06,5.71,20.7,52.1,0,0
2024-01-22,W07,18.12,26.3,63.7,0,0
2024-01-22,W08,8.06,21.2,66.8,0,0
2024-01-22,W09,8.45,27.7,50.5,0,0
2024-01-22,W10,4.56,23.3,47.7,0,0
2024-01-22,W11,16.9,26.3,61.5,0,0
2024-01-22,W12,0.0,26.8,57.9,0,0
2024-01-22,W13,5.41,26.9,58.8,0,0
2024-01-22,W14,11.78,26.3,48.4,0,0
2024-01-22,W15,8.49,22.7,71.2,0,0
2024-01-22,W16,17.74,26.0,45.5,0,0
2024-01-22,W17,3.78,27.6,61.8,0,0
2024-01-22,W18,9.06,24.4,47.8,0,0
2024-01-22,W19,14.76,23.0,58.6,0,0
2024-01-22,W20,6.66,23.5,50.9,0,0
2024-01-22,W21,13.22,22.2,54.4,0,0
2024-01-22,W22,7.89,27.2,60.6,0,0
2024-01-22,W23,11.38,22.9,71.9,0,0
2024-01-22,W24,1.1,24.8,46.0,0,0
2024-01-22,W25,5.88,26.4,74.0,0,0
2024-01-22,W26,18.29,25.9,54.6,0,0
2024-01-22,W27,16.72,22.6,74.9,0,0
2024-01-22,W28,11.72,21.0,65.6,0,0
2024-01-22,W29,5.77,27.8,55.1,0,0
2024-01-22,W30,1.68,20.9,67.8,0,0
2024-01-22,W31,8.24,22.0,69.6,0,0
2024-01-22,W32,19.21,22.0,48.4,0,0
2024-01-22,W33,10.16,25.9,50.7,0,0
2024-01-22,W34,10.29,24.6,67.1,0,0
2024-01-22,W35,10.62,22.5,45.1,0,0
2024-01-22,W36,13.3,25.2,74.8,0,0
2024-01-22,W37,10.07,21.7,55.8,0,0
2024-01-22,W38,3.79,23.3,67.8,0,0
2024-01-22,W39,15.45,27.0,45.0,0,0
2024-01-22,W40,10.42,23.0,51.8,0,0
2024-01-22,W41,15.35,23.8,45.5,0,0
2024-01-22,W42,19.69,21.0,66.2,0,0
2024-01-22,W43,18.94,27.9,63.6,0,0
2024-01-22,W44,13.07,24.3,64.1,0,0
2024-01-22,W45,1.0,26.6,47.2,0,0
2024-01-22,W46,9.91,24.8,46.9,0,0
2024-01-22,W47,7.78,27.9,63.8,0,0
2024-01-22,W48,3.95,22.3,57.9,0,0
2024-01-22,W49,16.98,22.0,51.6,0,0
2024-01-22,W50,14.18,24.2,46.0,0,0
2024-01-22,W51,11.1,27.3,58.9,0,0
2024-01-22,W52,7.58,21.3,50.1,0,0
2024-01-22,W53,17.38,25.4,49.0,0,0
2024-01-22,W54,13.34,27.8,52.9,0,0
2024-01-22,W55,12.25,20.0,46.2,0,0
2024-01-22,W56,9.96,21.9,59.1,0,0
2024-01-22,W57,6.69,23.6,59.2,0,0
2024-01-22,W58,22.3,26.8,46.5,0,0
2024-01-22,W59,11.78,23.5,51.6,0,0
2024-01-22,W60,6.17,26.5,53.5,0,0
2024-01-22,W61,14.16,20.2,65.3,0,0
2024-01-22,W62,10.41,27.4,50.0,0,0
2024-01-22,W63,10.62,22.1,65.2,0,0
2024-01-22,W64,11.81,27.6,66.6,0,0
2024-01-22,W65,32.76,25.3,69.0,0,0
2024-01-22,W66,14.51,24.8,61.5,0,0
2024-01-22,W67,19.68,23.3,64.4,0,0
2024-01-22,W68,7.4,24.8,60.1,0,0
2024-01-22,W69,4.88,25.1,67.2,0,0
2024-01-22,W70,8.71,27.9,69.6,0,0
2024-01-22,W71,7.77,23.2,72.3,0,0
2024-01-22,W72,12.57,23.7,69.5,0,0
2024-01-22,W73,4.19,20.6,61.3,0,0
2024-01-22,W74,19.04,21.8,56.5,0,0
2024-01-22,W75,7.71,27.1,45.4,0,0
2024-01-22,W76,18.02,24.2,60.4,0,0
2024-01-22,W77,6.13,24.1,56.4,0,0
2024-01-22,W78,7.23,26.3,62.9,0,0
2024-01-22,W79,12.28,24.6,61.8,0,0
2024-01-22,W80,6.61,27.8,51.9,0,0
2024-01-22,W81,5.94,22.5,49.4,0,0
2024-01-22,W82,2.62,26.7,56.1,0,0
2024-01-22,W83,9.38,24.4,47.6,0,0
2024-01-22,W84,11.0,20.2,74.1,0,0
2024-01-22,W85,27.06,21.3,52.4,0,0
2024-01-22,W86,5.62,26.6,66.3,0,0
2024-01-22,W87,1.46,26.6,61.3,0,0
2024-01-22,W88,10.63,28.0,49.5,0,0
2024-01-22,W89,17.94,22.4,54.8,0,0
2024-01-22,W90,18.39,25.8,49.4,0,0
2024-01-22,W91,23.13,22.8,58.8,0,0
2024-01-22,W92,13.25,24.4,46.7,0,0
2024-01-22,W93,12.92,20.7,67.6,0,0
2024-01-22,W94,13.93,23.9,60.7,0,0
2024-01-22,W95,15.18,22.9,66.8,0,0
2024-01-22,W96,16.22,23.5,63.1,0,0
2024-01-22,W97,12.62,20.5,45.1,0,0
2024-01-22,W98,12.32,21.9,54.4,0,0
2024-01-22,W99,20.22,26.1,72.9,0,0
2024-01-22,W100,1.04,24.2,64.0,0,0
2024-01-29,W01,17.52,24.2,68.8,0,0
2024-01-29,W02,10.57,28.0,47.7,0,0
2024-01-29,W03,1.99,20.0,73.1,0,0
2024-01-29,W04,14.17,27.1,66.0,0,0
2024-01-29,W05,1.24,25.5,45.7,0,0
2024-01-29,W06,12.94,25.1,62.3,0,0
2024-01-29,W07,22.32,20.9,70.3,0,0
2024-01-29,W08,11.39,21.2,66.3,0,0
2024-01-29,W09,10.27,22.3,49.6,0,0
2024-01-29,W10,18.57,26.7,61.5,0,0
2024-01-29,W11,17.73,21.5,66.6,0,0
2024-01-29,W12,11.28,26.6,61.6,0,0
2024-01-29,W13,3.55,22.4,53.7,0,0
2024-01-29,W14,9.55,27.3,66.6,0,0
2024-01-29,W15,4.19,23.2,48.1,0,0
2024-01-29,W16,11.57,25.7,62.8,0,0
2024-01-29,W17,3.59,27.5,47.5,0,0
2024-01-29,W18,12.16,21.0,61.9,0,0
2024-01-29,W19,4.27,27.5,65.3,0,0
2024-01-29,W20,2.69,27.4,70.3,0,0
2024-01-29,W21,14.51,21.5,53.4,0,0
2024-01-29,W22,4.5,27.6,53.1,0,0
2024-01-29,W23,0.0,26.9,59.3,0,0
2024-01-29,W24,5.96,26.2,45.1,0,0
2024-01-29,W25,2.77,25.8,56.1,0,0
2024-01-29,W26,20.39,25.2,68.9,0,0
2024-01-29,W27,26.72,23.7,62.4,0,0
2024-01-29,W28,6.15,26.6,68.5,0,0
2024-01-29,W29,5.03,27.3,70.1,0,0
2024-01-29,W30,16.04,20.3,67.1,0,0
2024-01-29,W31,12.87,27.0,46.2,0,0
2024-01-29,W32,4.23,23.6,53.0,0,0
2024-01-29,W33,8.36,20.6,56.5,0,0
2024-01-29,W34,14.17,23.5,55.0,0,0
2024-01-29,W35,11.56,24.6,62.0,0,0
2024-01-29,W36,5.5,27.0,65.3,0,0
2024-01-29,W37,2.71,21.7,49.6,0,0
2024-01-29,W38,17.94,27.5,63.1,0,0
2024-01-29,W39,13.98,27.9,52.2,0,0
2024-01-29,W40,19.17,25.2,61.8,0,0
2024-01-29,W41,16.61,27.2,70.4,0,0
2024-01-29,W42,15.39,27.9,60.8,0,0
2024-01-29,W43,19.68,27.6,55.1,0,0
2024-01-29,W44,14.84,20.5,65.7,0,0
2024-01-29,W45,4.05,20.4,57.5,0,0
2024-01-29,W46,7.94,22.8,73.5,0,0
2024-01-29,W47,8.09,23.7,61.8,0,0
2024-01-29,W48,14.6,27.2,65.2,0,0
2024-01-29,W49,0.0,25.3,48.3,0,0
2024-01-29,W50,14.36,23.3,73.6,0,0
2024-01-29,W51,14.34,21.4,51.4,0,0
2024-01-29,W52,5.07,25.9,55.7,0,0
2024-01-29,W53,17.23,26.2,54.3,0,0
2024-01-29,W54,5.73,26.3,73.8,0,0
2024-01-29,W55,18.32,26.3,56.3,0,0
2024-01-29,W56,12.27,20.4,69.2,0,0
2024-01-29,W57,3.74,22.0,57.1,0,0
2024-01-29,W58,42.83,21.2,74.7,0,0
2024-01-29,W59,0.04,25.1,47.7,0,0
2024-01-29,W60,15.33,23.6,53.3,0,0
2024-01-29,W61,17.44,23.3,70.4,0,0
2024-01-29,W62,4.44,27.8,45.8,0,0
2024-01-29,W63,15.61,21.8,57.9,0,0
2024-01-29,W64,7.87,23.4,54.8,0,0
2024-01-29,W65,17.79,26.8,57.0,0,0
2024-01-29,W66,11.87,27.1,61.3,0,0
2024-01-29,W67,10.78,20.3,64.1,0,0
2024-01-29,W68,0.52,27.0,58.8,0,0
2024-01-29,W69,2.69,26.6,60.5,0,0
2024-01-29,W70,23.02,27.4,56.8,0,0
2024-01-29,W71,7.22,22.9,66.7,0,0
2024-01-29,W72,7.68,20.1,58.1,0,0
2024-01-29,W73,10.86,25.9,64.2,0,0
2024-01-29,W74,4.33,24.9,71.9,0,0
2024-01-29,W75,10.1,22.7,75.0,0,0
2024-01-29,W76,7.79,26.1,61.3,0,0
2024-01-29,W77,14.21,20.2,53.1,0,0
2024-01-29,W78,8.43,25.0,59.5,0,0
2024-01-29,W79,4.54,24.5,68.4,0,0
2024-01-29,W80,13.74,27.8,58.5,0,0
2024-01-29,W81,4.5,20.2,46.6,0,0
2024-01-29,W82,11.13,25.3,49.7,0,0
2024-01-29,W83,2.64,24.4,54.4,0,0
2024-01-29,W84,19.21,23.1,72.2,0,0
2024-01-29,W85,6.46,24.9,70.3,0,0
2024-01-29,W86,4.51,24.0,66.2,0,0
2024-01-29,W87,2.25,23.9,48.6,0,0
2024-01-29,W88,12.78,27.6,51.8,0,0
2024-01-29,W89,20.38,22.5,69.5,0,0
2024-01-29,W90,18.24,22.5,73.1,0,0
2024-01-29,W91,8.06,21.3,50.6,0,0
2024-01-29,W92,8.64,21.5,57.3,0,0
2024-01-29,W93,17.08,22.0,55.7,0,0
2024-01-29,W94,10.71,25.4,47.2,0,0
2024-01-29,W95,4.57,26.2,68.6,0,0
2024-01-29,W96,13.61,22.6,73.2,0,0
2024-01-29,W97,37.45,24.4,50.7,0,0
2024-01-29,W98,11.89,24.2,47.2,0,0
2024-01-29,W99,15.68,24.4,65.7,0,0
2024-01-29,W100,13.48,21.4,72.8,0,0
2024-02-05,W01,3.68,25.7,61.6,0,0
2024-02-05,W02,20.77,28.0,61.9,0,0
2024-02-05,W03,13.4,27.0,45.1,0,0
2024-02-05,W04,19.36,28.6,63.4,0,0
2024-02-05,W05,0.0,25.4,63.8,0,0
2024-02-05,W06,16.01,29.3,73.2,0,0
2024-02-05,W07,14.33,26.7,64.9,0,0
2024-02-05,W08,13.47,27.6,71.7,0,0
2024-02-05,W09,7.15,29.1,58.2,0,0
2024-02-05,W10,16.45,29.4,65.1,0,0
2024-02-05,W11,17.31,25.4,72.3,0,0
2024-02-05,W12,7.86,25.1,47.3,0,0
2024-02-05,W13,7.08,29.8,62.8,0,0
2024-02-05,W14,6.86,32.1,56.5,0,0
2024-02-05,W15,7.56,29.1,52.6,0,0
2024-02-05,W16,21.51,31.2,57.8,0,0
2024-02-05,W17,11.33,32.3,70.8,0,0
2024-02-05,W18,3.41,28.3,71.2,0,0
2024-02-05,W19,27.68,26.2,68.5,0,0
2024-02-05,W20,8.93,31.3,63.0,0,0
2024-02-05,W21,3.0,25.2,51.3,0,0
2024-02-05,W22,0.0,25.1,57.3,0,0
2024-02-05,W23,21.68,32.5,67.4,0,0
2024-02-05,W24,12.63,28.6,69.2,0,0
2024-02-05,W25,14.43,27.0,67.3,0,0
2024-02-05,W26,0.0,31.6,51.5,0,0
2024-02-05,W27,6.16,27.2,52.0,0,0
2024-02-05,W28,15.43,25.6,69.9,0,0
2024-02-05,W29,9.91,27.8,58.9,0,0
2024-02-05,W30,16.83,28.7,57.3,0,0
2024-02-05,W31,0.0,30.9,70.9,0,0
2024-02-05,W32,8.24,27.4,61.2,0,0
2024-02-05,W33,11.32,26.0,64.0,0,0
2024-02-05,W34,12.56,26.7,54.3,0,0
